Latitude: 49.7391304347826  Longitude: -104.782608695652
X & Y on Lambert Conformal Conic: -330618.05 778100.76
Tile: 12458
Elevation: 741 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2010,1,28742.68,0.00,161.91,36.71,-17.14,-36.10,27.71
2010,2,28805.36,0.00,152.02,36.71,-10.35,-23.09,95.21
2010,3,28873.11,0.00,93.79,36.71,-12.22,-17.80,150.87
2010,4,28945.88,0.00,85.30,36.71,-10.92,-15.87,177.41
2010,5,29023.59,10.22,36.45,46.93,-12.38,-14.96,191.36
2010,6,29106.19,0.00,143.60,46.93,-18.20,-28.14,60.07
2010,7,29193.59,0.00,143.69,46.93,-25.83,-35.53,29.36
2010,8,29285.73,0.00,162.52,46.93,-19.28,-32.30,40.41
2010,9,29382.53,0.00,175.45,46.93,-2.88,-23.39,92.72
2010,10,29483.90,0.00,152.88,46.93,-1.87,-12.65,231.23
2010,11,29589.77,0.00,170.95,46.93,0.15,-14.71,195.28
2010,12,29700.05,0.00,138.25,46.51,3.83,-4.99,421.70
2010,13,29814.64,0.00,131.51,46.51,1.36,-6.50,375.80
2010,14,29933.48,0.00,162.13,46.51,-1.29,-12.41,235.75
2010,15,30056.45,0.00,156.75,46.51,3.18,-7.15,357.20
2010,16,30183.48,0.00,116.69,45.58,2.62,-3.79,461.45
2010,17,30314.47,0.00,172.48,45.58,-3.26,-14.95,191.49
2010,18,30449.32,0.00,163.48,45.58,-2.59,-12.66,230.99
2010,19,30587.94,0.00,115.46,45.58,-5.91,-11.75,248.65
2010,20,30730.25,0.00,147.14,45.58,-2.91,-10.93,265.43
2010,21,30876.13,0.00,67.29,45.58,-3.17,-6.26,382.66
2010,22,31025.51,3.75,38.54,45.15,-2.74,-4.98,421.99
2010,23,31178.28,6.19,33.94,44.87,-3.47,-5.33,410.87
2010,24,31334.34,8.47,93.89,53.34,-6.06,-11.82,247.26
2010,25,31493.61,0.00,85.82,53.34,-13.24,-16.90,162.68
2010,26,31655.99,0.00,116.70,53.34,-14.81,-19.90,126.01
2010,27,31821.39,0.00,133.21,53.34,-17.73,-23.57,91.22
2010,28,31989.71,0.00,209.07,53.34,-17.22,-29.25,54.11
2010,29,32160.87,0.00,177.69,53.34,-15.48,-23.85,88.97
2010,30,32334.77,0.00,196.21,53.34,-12.79,-22.51,100.24
2010,31,32511.33,0.00,172.61,53.34,-14.87,-22.24,102.65
2010,32,32690.45,0.00,157.65,53.34,-15.21,-21.42,110.31
2010,33,32872.05,0.00,216.14,53.34,-10.22,-20.67,117.87
2010,34,33056.05,0.00,192.67,53.34,-9.09,-17.35,156.73
2010,35,33242.35,0.00,184.55,53.34,-9.01,-16.63,166.44
2010,36,33430.89,0.00,154.45,53.34,-7.45,-13.28,219.58
2010,37,33621.57,0.00,207.77,53.34,-6.88,-15.53,182.44
2010,38,33814.33,0.00,253.48,53.34,-9.21,-22.54,99.94
2010,39,34009.07,0.00,240.75,53.34,-18.14,-28.52,57.93
2010,40,34205.73,0.00,248.85,53.34,-15.34,-26.26,71.44
2010,41,34404.23,0.00,243.14,53.34,-11.35,-21.21,112.36
2010,42,34604.50,0.00,253.91,53.34,-6.33,-17.06,160.53
2010,43,34806.46,0.00,253.93,53.34,-7.46,-17.89,149.71
2010,44,35010.06,0.00,251.22,53.34,-13.40,-23.00,95.93
2010,45,35215.22,0.00,277.56,53.34,-14.47,-26.47,70.08
2010,46,35421.87,0.00,297.29,53.34,-11.46,-27.04,66.51
2010,47,35629.96,0.00,304.58,53.34,-4.54,-22.32,101.94
2010,48,35839.41,0.00,191.42,53.34,-4.98,-11.06,262.79
2010,49,36050.18,0.00,277.90,53.34,-7.07,-17.96,148.74
2010,50,36262.20,0.00,160.75,53.34,-6.60,-11.38,256.08
2010,51,36475.41,0.00,153.54,53.34,-7.02,-11.51,253.50
