Latitude: 47.5652173913043  Longitude: -91.7391304347826
X & Y on Lambert Conformal Conic: 593337.2 566512.28
Tile: 12285
Elevation: 514 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2010,1,29905.94,0.00,85.76,49.63,-19.56,-24.47,84.13
2010,2,29962.66,0.00,169.79,49.63,-21.04,-32.88,38.18
2010,3,30023.99,0.00,197.24,49.63,-16.60,-34.35,33.03
2010,4,30089.87,0.00,196.02,49.63,-14.85,-31.63,43.09
2010,5,30160.26,0.00,200.29,49.63,-12.06,-29.91,50.80
2010,6,30235.08,0.00,199.97,49.63,-10.53,-27.69,62.60
2010,7,30314.29,0.00,142.91,49.63,-14.50,-23.07,95.41
2010,8,30397.81,0.00,187.43,49.63,-13.40,-26.69,68.71
2010,9,30485.59,0.00,208.40,49.63,-10.87,-29.27,54.00
2010,10,30577.55,1.67,179.35,51.30,-11.31,-22.97,96.18
2010,11,30673.62,0.00,170.69,51.30,-8.03,-18.59,140.96
2010,12,30773.72,0.00,196.70,51.30,-3.11,-16.98,161.70
2010,13,30877.80,0.00,199.20,51.30,1.05,-13.17,221.73
2010,14,30985.75,0.00,144.67,51.30,-3.16,-11.26,258.66
2010,15,31097.52,0.00,219.36,51.30,1.28,-17.00,161.31
2010,16,31213.02,0.00,207.34,51.30,4.24,-10.42,276.48
2010,17,31332.17,0.00,141.55,51.30,0.19,-7.43,349.70
2010,18,31454.88,0.00,74.56,51.30,-2.99,-6.64,371.56
2010,19,31581.09,0.00,97.55,51.30,-4.29,-9.09,307.28
2010,20,31710.69,0.00,88.20,51.30,-4.29,-8.54,320.69
2010,21,31843.62,0.00,185.29,51.30,-1.08,-11.38,256.11
2010,22,31979.79,0.00,106.22,51.30,-1.30,-6.41,378.14
2010,23,32119.11,8.72,49.49,50.02,0.06,-2.94,491.66
2010,24,32261.50,20.42,32.78,48.13,0.22,-1.51,546.99
2010,25,32406.88,3.73,90.66,51.86,-0.87,-6.51,375.47
2010,26,32555.16,0.00,154.63,51.86,-13.53,-20.70,117.50
2010,27,32706.26,0.00,148.01,51.86,-17.09,-23.77,89.55
2010,28,32860.11,0.00,193.01,51.86,-18.25,-27.45,64.03
2010,29,33016.61,0.00,259.26,51.86,-11.75,-28.48,58.15
2010,30,33175.69,0.00,260.98,51.86,-9.96,-26.39,70.62
2010,31,33337.27,0.00,214.60,51.86,-14.65,-25.03,79.93
2010,32,33501.27,0.00,253.69,51.86,-12.62,-26.75,68.33
2010,33,33667.61,0.00,260.04,51.86,-9.76,-24.23,85.97
2010,34,33836.22,0.00,280.14,51.86,-7.74,-25.55,76.24
2010,35,34007.01,0.00,275.11,51.86,-4.41,-20.30,121.63
2010,36,34179.92,0.00,228.95,51.86,-4.69,-14.90,192.23
2010,37,34354.86,0.00,249.90,51.86,-5.13,-16.83,163.76
2010,38,34531.78,5.77,171.32,57.63,-4.81,-14.50,198.71
2010,39,34710.60,5.66,127.91,63.29,-6.23,-12.49,234.18
2010,40,34891.24,0.00,217.49,63.29,-8.22,-16.44,169.17
2010,41,35073.64,0.00,313.40,63.29,-4.56,-22.49,100.45
2010,42,35257.74,0.00,325.54,63.29,-3.49,-25.43,77.10
2010,43,35443.47,0.00,331.23,63.29,-2.62,-25.80,74.55
2010,44,35630.76,0.00,331.09,63.29,-3.32,-24.47,84.09
2010,45,35819.55,2.43,220.48,65.73,-6.49,-19.63,128.94
2010,46,36009.79,0.90,236.99,66.63,-3.85,-12.78,228.70
2010,47,36201.40,0.00,290.05,66.63,-1.55,-13.78,210.81
2010,48,36394.35,0.00,305.26,66.63,2.26,-11.46,254.48
2010,49,36588.56,0.00,344.68,66.63,1.59,-17.78,151.06
2010,50,36783.98,0.00,354.25,66.63,1.91,-19.76,127.45
2010,51,36980.57,0.00,354.36,66.63,1.88,-18.95,136.68
2010,52,37178.26,0.00,356.06,66.63,1.95,-18.94,136.79
2010,53,37377.01,0.61,327.30,67.24,-0.58,-16.83,163.65
2010,54,37576.76,0.00,263.30,67.24,-6.43,-17.69,152.24
2010,55,37777.47,0.00,343.68,67.24,-6.91,-24.64,82.85
2010,56,37979.09,0.00,381.10,67.24,-2.66,-27.27,65.10
2010,57,38181.58,0.00,385.57,67.24,0.43,-25.26,78.32
2010,58,38384.89,0.00,374.68,67.24,3.46,-19.20,133.77
2010,59,38588.98,0.00,351.67,67.24,3.31,-15.50,182.91
2010,60,38793.80,0.00,357.99,67.24,2.34,-16.74,164.94
2010,61,38999.32,0.00,366.86,67.24,5.58,-14.55,197.99
2010,62,39205.49,0.00,360.61,67.24,5.71,-13.39,217.76
2010,63,39412.27,0.00,327.19,67.24,4.65,-11.09,262.09
2010,64,39619.63,0.00,356.23,67.24,7.31,-10.68,270.96
2010,65,39827.53,0.00,311.96,66.61,9.93,-4.51,437.29
2010,66,40035.94,0.00,291.70,65.18,10.50,-2.59,504.75
2010,67,40244.81,1.37,313.72,64.29,10.41,-3.88,458.60
2010,68,40454.11,0.00,284.11,62.42,10.91,-1.56,544.93
2010,69,40663.82,4.35,188.75,60.58,9.06,-1.61,542.88
2010,70,40873.89,5.75,75.20,57.34,5.43,1.71,691.03
2010,71,41084.29,2.56,61.38,53.97,4.74,2.02,706.58
2010,72,41294.99,0.00,170.62,51.13,7.14,0.76,645.40
2010,73,41505.96,0.00,348.01,48.33,15.54,0.68,619.46
2010,74,41717.17,0.96,368.05,46.08,15.14,-0.66,552.34
2010,75,41928.59,0.00,308.36,43.31,12.61,0.59,637.61
2010,76,42140.18,0.00,376.33,41.75,13.74,-2.27,493.13
2010,77,42351.92,0.00,331.68,39.46,12.56,-0.56,583.94
2010,78,42563.78,0.00,205.39,39.10,1.93,-5.14,416.71
2010,79,42775.73,0.00,373.74,39.10,1.51,-12.79,228.56
2010,80,42987.73,0.00,431.17,39.10,9.35,-9.14,283.86
2010,81,43199.77,0.00,370.64,38.73,8.65,-5.12,399.12
2010,82,43411.80,0.00,396.38,37.49,12.06,-3.04,436.19
2010,83,43623.81,0.00,442.51,37.49,9.68,-8.48,284.46
2010,84,43835.75,0.00,359.22,37.49,-3.09,-15.37,184.93
2010,85,44047.61,1.59,464.59,39.08,4.48,-14.84,180.92
2010,86,44259.35,2.20,243.75,38.96,4.76,-5.71,399.09
2010,87,44470.95,0.00,367.45,38.76,6.34,-5.53,398.17
2010,88,44682.37,0.00,441.93,38.19,11.10,-4.63,375.21
