Latitude: 41.0434782608696  Longitude: -72.1739130434783
X & Y on Lambert Conformal Conic: 2191352.13 214626.03
Tile: 11754
Elevation: 9 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2010,1,32781.99,1.64,68.02,0.00,1.90,-0.42,592.08
2010,2,32825.01,2.30,109.09,0.00,-0.32,-5.65,400.92
2010,3,32871.55,0.00,154.35,0.00,-2.87,-8.53,321.05
2010,4,32921.57,0.00,166.03,0.00,0.01,-6.21,384.23
2010,5,32975.03,0.00,163.17,0.00,-0.42,-6.45,377.24
2010,6,33031.90,0.00,143.98,0.00,0.62,-4.54,436.10
2010,7,33092.14,0.00,177.67,0.00,3.28,-3.47,472.64
2010,8,33155.70,0.00,162.89,0.00,0.26,-5.63,401.65
2010,9,33222.54,0.00,168.30,0.00,-1.52,-7.58,345.51
2010,10,33292.61,0.00,229.46,0.00,-0.99,-10.84,267.45
2010,11,33365.87,0.00,237.26,0.00,0.92,-9.68,293.24
2010,12,33442.26,0.00,158.43,0.00,0.83,-4.70,430.84
2010,13,33521.73,0.00,225.27,0.00,1.92,-7.29,353.55
2010,14,33604.24,0.00,232.46,0.00,5.09,-4.79,427.94
2010,15,33689.73,0.00,233.89,0.00,7.12,-2.87,494.46
2010,16,33778.14,0.00,209.16,0.00,5.82,-2.13,522.16
2010,17,33869.42,21.06,173.02,0.00,5.28,-4.00,454.22
2010,18,33963.51,5.36,131.63,0.00,5.91,-0.17,603.35
2010,19,34060.36,2.61,149.32,0.00,6.13,-1.00,567.73
2010,20,34159.91,0.00,193.79,0.00,5.10,-1.64,541.45
2010,21,34262.09,0.00,222.71,0.00,4.77,-3.40,475.13
2010,22,34366.86,0.00,221.87,0.00,4.77,-3.24,480.93
2010,23,34474.14,0.00,263.27,0.00,5.43,-5.73,398.59
2010,24,34583.89,0.00,290.24,0.00,10.50,-7.61,344.70
2010,25,34696.04,10.08,135.06,0.00,11.64,5.61,909.90
2010,26,34810.54,0.00,185.59,0.00,7.10,1.10,661.48
2010,27,34927.32,0.00,190.23,0.00,4.19,-1.83,534.08
2010,28,35046.32,0.00,256.61,0.00,4.47,-4.91,424.17
2010,29,35167.48,0.00,172.04,0.00,-2.57,-7.65,343.71
2010,30,35290.76,0.00,215.60,0.00,-5.41,-12.02,243.28
2010,31,35416.08,0.00,269.58,0.00,-1.04,-10.79,268.61
2010,32,35543.38,0.00,275.79,0.00,1.52,-8.76,315.18
2010,33,35672.62,0.00,253.11,0.00,0.00,-8.59,319.55
2010,34,35803.73,0.00,230.30,0.00,1.78,-5.61,402.09
2010,35,35936.66,0.00,218.70,0.00,2.20,-4.62,433.55
2010,36,36071.35,0.00,282.06,0.00,1.66,-8.56,320.33
2010,37,36207.74,0.00,202.69,0.00,-0.07,-6.14,386.33
2010,38,36345.79,0.00,280.96,0.00,0.74,-9.05,308.20
2010,39,36485.43,0.00,269.07,0.00,2.36,-6.68,370.37
2010,40,36626.61,15.27,193.17,0.00,3.54,-4.78,428.34
2010,41,36769.28,11.52,83.33,0.00,2.16,-0.82,575.32
2010,42,36913.39,0.00,176.85,0.00,3.21,-1.68,539.94
2010,43,37058.89,0.00,247.34,0.00,1.98,-5.23,413.95
2010,44,37205.73,0.00,252.96,0.00,1.22,-6.02,389.67
2010,45,37353.85,0.00,244.35,0.00,3.35,-3.45,473.31
2010,46,37503.21,0.00,218.41,0.00,3.58,-2.21,519.19
2010,47,37653.77,5.16,93.52,0.00,2.34,-0.66,582.07
2010,48,37805.47,0.00,186.34,0.00,1.96,-2.60,504.39
2010,49,37958.27,0.00,266.66,0.00,6.11,-1.03,566.46
2010,50,38112.13,0.00,239.45,0.00,5.99,-0.10,606.45
2010,51,38267.00,0.00,274.02,0.00,7.39,0.15,617.38
2010,52,38422.84,0.00,298.63,0.00,6.75,-1.36,552.74
2010,53,38579.61,0.00,324.04,0.00,6.95,-2.23,518.63
2010,54,38737.27,28.96,126.74,0.00,4.99,1.32,671.70
2010,55,38895.77,28.12,138.72,0.00,7.10,3.08,761.75
2010,56,39055.08,34.95,177.26,0.00,7.34,2.08,709.49
2010,57,39215.15,3.85,117.08,0.00,2.06,-1.11,563.21
2010,58,39375.96,0.00,252.62,0.00,3.09,-2.26,517.32
2010,59,39537.46,0.00,336.39,0.00,5.54,-2.66,502.06
2010,60,39699.62,0.00,316.16,0.00,9.11,1.65,688.15
2010,61,39862.41,0.00,296.34,0.00,7.42,0.89,651.34
2010,62,40025.78,1.87,180.25,0.00,4.15,0.72,643.21
2010,63,40189.70,1.06,256.50,0.00,6.12,1.05,659.13
2010,64,40354.15,0.00,398.61,0.00,7.87,-3.07,487.18
2010,65,40519.08,0.00,417.12,0.00,11.20,-2.40,511.90
2010,66,40684.47,0.00,411.07,0.00,12.77,0.18,618.93
2010,67,40850.29,0.00,415.09,0.00,14.07,0.86,650.05
2010,68,41016.50,0.00,416.36,0.00,12.73,0.02,611.45
2010,69,41183.07,0.00,410.40,0.00,9.71,-1.70,539.28
2010,70,41349.98,0.00,262.89,0.00,8.48,3.19,767.92
2010,71,41517.19,30.26,141.84,0.00,7.92,4.30,830.49
2010,72,41684.67,61.16,213.67,0.00,8.35,2.61,736.59
2010,73,41852.41,14.41,162.78,0.00,8.28,4.18,823.04
2010,74,42020.36,2.29,169.15,0.00,8.34,4.13,820.72
2010,75,42188.50,0.00,446.17,0.00,14.32,0.36,626.92
2010,76,42356.80,0.00,465.22,0.00,16.35,-2.80,497.09
2010,77,42525.24,0.00,461.71,0.00,18.20,0.05,612.71
2010,78,42693.79,0.00,465.89,0.00,18.97,-0.28,598.26
2010,79,42862.42,0.00,451.67,0.00,18.59,2.77,745.05
2010,80,43031.11,0.00,410.66,0.00,14.14,2.73,743.21
2010,81,43199.82,22.12,230.76,0.00,12.80,5.64,911.81
2010,82,43368.53,37.13,190.78,0.00,12.51,6.89,994.02
2010,83,43537.21,0.00,402.19,0.00,14.05,3.56,788.35
2010,84,43705.84,0.00,448.58,0.00,12.74,-0.56,586.10
2010,85,43874.39,5.74,257.34,0.00,8.80,0.73,643.98
2010,86,44042.83,0.00,364.24,0.00,5.78,-2.87,494.41
2010,87,44211.13,37.21,298.43,0.00,8.98,-1.20,559.34
2010,88,44379.28,112.08,159.97,0.00,11.55,6.80,988.06
2010,89,44547.23,86.52,218.77,0.00,13.00,6.29,953.79
2010,90,44714.96,0.00,320.60,0.00,12.78,5.33,892.21
2010,91,44882.45,0.00,429.25,0.00,16.99,5.01,872.84
2010,92,45049.66,0.00,459.84,0.00,16.14,2.16,713.49
2010,93,45216.57,0.00,460.59,0.00,17.92,3.47,783.27
2010,94,45383.14,0.00,447.32,0.00,20.32,6.48,966.46
2010,95,45549.35,0.00,452.73,0.00,19.41,5.51,903.36
2010,96,45715.17,0.00,480.68,0.00,23.24,6.27,952.35
2010,97,45880.56,0.00,477.54,0.00,24.53,7.62,1045.18
2010,98,46045.49,0.00,289.50,0.00,17.17,10.11,1236.17
2010,99,46209.94,18.16,205.53,0.00,13.76,7.40,1029.45
2010,100,46373.86,0.00,430.59,0.00,16.00,4.22,825.50
2010,101,46537.24,0.00,422.01,0.00,18.89,7.04,1004.30
2010,102,46700.02,0.00,467.73,0.00,16.90,2.67,740.19
2010,103,46862.18,0.00,420.12,0.00,15.60,3.87,805.64
2010,104,47023.69,0.00,494.30,0.00,18.29,1.49,679.91
2010,105,47184.50,0.00,379.86,0.00,17.00,6.65,977.80
2010,106,47344.57,5.98,146.58,0.00,11.00,6.50,967.41
2010,107,47503.88,2.07,172.29,0.00,11.13,5.98,933.67
2010,108,47662.39,0.00,353.55,0.00,13.24,5.03,873.90
2010,109,47820.04,0.00,470.13,0.00,17.01,4.19,823.74
2010,110,47976.81,0.00,487.51,0.00,18.94,4.82,861.22
2010,111,48132.66,0.00,486.61,0.00,18.35,4.26,827.91
2010,112,48287.53,2.26,282.05,0.00,17.51,8.26,1091.10
2010,113,48441.39,0.00,452.85,0.00,18.27,6.01,935.13
2010,114,48594.20,10.21,339.06,0.00,16.07,4.17,822.83
2010,115,48745.90,8.79,127.78,0.00,11.94,8.34,1096.98
2010,116,48896.46,11.56,146.34,0.00,12.94,8.80,1132.16
2010,117,49045.83,2.57,231.52,0.00,12.55,5.85,925.07
2010,118,49193.95,0.00,443.51,0.00,14.04,3.07,761.42
2010,119,49340.79,0.00,494.53,0.00,20.14,5.79,921.38
2010,120,49486.29,0.00,534.59,0.00,22.70,4.18,823.31
2010,121,49630.40,0.00,476.62,0.00,23.19,9.11,1156.14
2010,122,49773.08,12.69,280.22,0.00,21.89,12.42,1441.15
2010,123,49914.26,9.86,255.99,0.00,22.44,14.07,1604.64
2010,124,50053.91,0.00,455.30,0.00,24.03,11.42,1349.44
2010,125,50191.96,0.00,495.31,0.00,23.38,8.76,1128.90
2010,126,50328.35,0.00,399.64,0.00,23.09,13.07,1503.60
2010,127,50463.05,0.00,421.62,0.00,20.46,10.15,1239.54
2010,128,50595.98,0.99,432.04,0.00,21.78,10.87,1300.75
2010,129,50727.09,0.00,354.42,0.00,15.33,7.40,1029.17
2010,130,50856.34,0.00,421.35,0.00,15.12,5.27,888.64
2010,131,50983.65,0.00,399.85,0.00,12.72,3.79,800.82
2010,132,51108.97,5.84,255.33,0.00,10.00,2.95,754.68
2010,133,51232.25,0.00,513.17,0.00,16.91,3.28,772.63
2010,134,51353.42,6.52,342.47,0.00,19.00,8.01,1073.01
2010,135,51472.43,0.00,433.58,0.00,21.70,11.29,1337.95
2010,136,51589.21,0.00,451.17,0.00,21.35,10.16,1240.53
2010,137,51703.71,0.00,531.68,0.00,23.99,7.48,1034.84
2010,138,51815.87,33.23,203.56,0.00,14.33,8.58,1115.46
2010,139,51925.62,7.50,238.59,0.00,16.65,9.81,1211.82
2010,140,52032.91,0.00,484.67,0.00,22.69,9.88,1217.32
2010,141,52137.68,0.00,513.66,0.00,25.50,10.44,1263.68
2010,142,52239.87,0.00,392.81,0.00,20.70,11.62,1366.97
2010,143,52339.42,0.00,356.44,0.00,21.08,13.10,1506.53
2010,144,52436.28,0.00,420.86,0.00,23.10,13.04,1500.49
2010,145,52530.38,0.00,475.39,0.00,24.93,12.17,1418.01
2010,146,52621.66,0.00,508.07,0.00,30.74,14.21,1619.70
2010,147,52710.08,0.00,391.36,0.00,23.29,13.61,1558.13
2010,148,52795.57,0.00,395.50,0.00,20.68,11.18,1327.84
2010,149,52878.09,0.00,376.71,0.00,22.57,13.59,1555.80
2010,150,52957.57,0.00,466.33,0.00,27.47,14.65,1666.52
2010,151,53033.97,0.00,391.34,0.00,23.87,14.56,1657.10
2010,152,53107.23,5.85,262.11,0.00,24.21,16.11,1830.59
2010,153,53177.31,0.00,414.82,0.00,26.06,15.70,1783.34
2010,154,53244.16,0.00,320.05,0.00,23.52,16.34,1856.74
2010,155,53307.73,0.00,392.95,0.00,26.42,17.01,1937.73
2010,156,53367.97,0.00,398.47,0.00,28.33,18.46,2123.79
2010,157,53424.85,0.00,347.76,0.00,25.06,17.18,1958.35
2010,158,53478.32,0.00,401.64,0.00,23.60,14.37,1636.84
2010,159,53528.34,4.20,332.27,0.00,21.99,11.53,1358.81
2010,160,53574.89,12.50,370.12,0.00,20.20,7.83,1060.24
2010,161,53617.91,6.65,242.48,0.00,20.12,13.25,1521.66
2010,162,53657.39,0.00,310.84,0.00,19.74,13.20,1516.75
2010,163,53693.29,9.19,297.18,0.00,21.82,13.01,1498.39
2010,164,53725.59,0.00,284.18,0.00,22.85,16.89,1923.30
2010,165,53754.26,0.00,372.27,0.00,23.74,15.58,1769.64
2010,166,53779.27,0.00,406.85,0.00,24.16,15.01,1705.76
2010,167,53800.62,0.60,483.96,0.00,23.53,11.77,1380.83
2010,168,53818.28,0.00,375.54,0.00,25.69,17.33,1977.34
2010,169,53832.23,0.00,497.23,0.00,27.23,13.78,1574.58
