Latitude: 30.1739130434783  Longitude: -100.434782608696
X & Y on Lambert Conformal Conic: -40938.09 -1315871.22
Tile: 10840
Elevation: 704 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2010,1,36341.54,0.00,354.07,0.00,12.97,-3.27,188.70
2010,2,36369.07,0.00,319.01,0.00,9.56,-3.51,230.00
2010,3,36398.87,0.00,285.70,0.00,8.84,-2.13,288.17
2010,4,36430.90,0.00,305.98,0.00,8.49,-3.58,245.02
2010,5,36465.16,0.00,313.97,0.00,8.86,-3.67,234.73
2010,6,36501.62,0.00,301.41,0.00,7.91,-3.77,248.39
2010,7,36540.25,0.00,202.01,0.00,1.62,-5.40,336.37
2010,8,36581.03,0.00,249.47,0.00,0.68,-8.22,245.76
2010,9,36623.95,0.00,376.02,0.00,6.24,-11.46,117.84
2010,10,36668.96,0.00,379.78,0.00,8.08,-10.03,121.79
2010,11,36716.05,0.00,366.23,0.00,10.62,-5.63,161.15
2010,12,36765.18,2.89,257.84,0.00,12.65,-1.68,301.11
2010,13,36816.32,4.04,156.01,0.00,10.81,3.49,671.97
2010,14,36869.45,11.24,108.58,0.00,12.03,7.01,1001.93
2010,15,36924.54,13.15,61.38,0.00,10.73,8.16,1083.88
2010,16,36981.54,0.00,261.19,0.00,13.86,4.28,746.79
2010,17,37040.44,0.00,355.93,0.00,16.56,1.29,504.01
2010,18,37101.19,0.00,383.59,0.00,20.13,1.71,474.06
2010,19,37163.77,0.00,357.24,0.00,21.17,5.66,645.31
2010,20,37228.14,0.00,362.86,0.00,22.53,6.53,666.91
2010,21,37294.26,0.00,388.22,0.00,22.89,4.38,523.99
2010,22,37362.10,0.00,384.40,0.00,21.45,3.95,502.64
2010,23,37431.62,0.00,211.55,0.00,15.61,8.32,1009.14
2010,24,37502.80,0.00,315.31,0.00,14.61,3.02,585.05
2010,25,37575.58,0.00,394.51,0.00,16.59,-0.84,374.20
2010,26,37649.95,0.00,399.98,0.00,17.88,-0.03,384.18
2010,27,37725.85,14.50,233.83,0.00,15.53,4.22,733.05
2010,28,37803.26,50.04,179.19,0.00,15.99,7.81,1058.27
2010,29,37882.14,0.00,237.56,0.00,6.19,-1.46,548.80
2010,30,37962.45,0.00,370.40,0.00,9.92,-4.23,446.59
2010,31,38044.16,0.00,368.91,0.00,10.36,-3.49,471.86
2010,32,38127.23,0.00,344.25,0.00,10.00,-2.16,521.31
2010,33,38211.62,21.96,238.09,0.00,11.83,1.02,657.57
2010,34,38297.30,20.80,78.74,0.00,8.88,5.93,930.04
2010,35,38384.24,0.00,165.05,0.00,10.60,5.78,920.74
2010,36,38472.39,0.00,378.94,0.00,17.45,3.52,785.75
2010,37,38561.72,0.00,401.35,0.00,17.95,2.12,711.41
2010,38,38652.20,1.14,316.19,0.00,13.66,3.33,775.71
2010,39,38743.80,0.00,234.11,0.00,12.39,5.47,900.67
2010,40,38836.47,0.00,276.38,0.00,7.59,-0.31,597.03
2010,41,38930.19,5.20,179.03,0.00,6.19,-0.25,599.89
2010,42,39024.92,6.48,197.01,0.00,7.48,0.46,631.36
2010,43,39120.63,0.00,389.80,0.00,11.57,-0.72,579.55
2010,44,39217.28,0.00,435.85,0.00,15.21,-0.99,568.10
2010,45,39314.85,0.00,450.18,0.00,18.18,-0.33,596.08
2010,46,39413.30,0.00,412.92,0.00,10.99,-3.21,481.91
2010,47,39512.60,0.00,456.57,0.00,13.22,-4.91,424.28
2010,48,39612.72,0.00,467.08,0.00,15.80,-3.71,464.23
2010,49,39713.63,0.00,443.36,0.00,15.67,-0.94,570.19
2010,50,39815.30,0.00,360.12,0.00,13.67,2.57,734.77
2010,51,39917.70,0.00,325.80,0.00,17.30,7.64,1046.24
2010,52,40020.79,0.00,338.20,0.00,20.00,9.88,1217.10
2010,53,40124.56,4.62,324.63,0.00,14.94,0.55,635.37
