Latitude: 49.7391304347826  Longitude: -120.0
X & Y on Lambert Conformal Conic: -1370126.08 933667.22
Tile: 12450
Elevation: 1200 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2010,1,28742.68,3.89,94.49,49.74,-1.04,-8.90,311.89
2010,2,28805.36,2.80,78.82,49.49,0.52,-5.40,408.69
2010,3,28873.11,4.63,73.60,54.12,-0.77,-6.08,387.89
2010,4,28945.88,12.57,25.36,53.04,-1.90,-3.43,474.21
2010,5,29023.59,0.00,134.61,53.04,-0.88,-9.60,294.99
2010,6,29106.19,0.00,147.35,53.04,-7.55,-17.74,151.53
2010,7,29193.59,0.00,145.73,53.04,-6.90,-16.62,166.65
2010,8,29285.73,0.00,150.09,53.04,-2.49,-12.97,225.20
2010,9,29382.53,0.00,94.30,53.04,-1.24,-6.04,389.11
2010,10,29483.90,0.00,97.79,52.80,-0.45,-5.43,407.63
2010,11,29589.77,0.00,111.50,51.97,1.86,-4.02,453.47
2010,12,29700.05,4.95,71.16,50.23,2.85,-1.85,533.46
2010,13,29814.64,5.88,51.88,48.34,1.73,-1.51,546.79
2010,14,29933.48,0.00,50.53,46.21,1.35,-0.92,571.12
2010,15,30056.45,0.00,117.67,45.72,1.12,-4.84,426.27
2010,16,30183.48,0.00,147.18,45.72,-0.06,-8.34,325.82
2010,17,30314.47,3.71,122.41,49.43,1.37,-8.13,331.22
2010,18,30449.32,0.00,141.56,48.65,3.26,-4.15,449.19
2010,19,30587.94,0.00,164.94,48.42,4.41,-5.45,407.01
2010,20,30730.25,0.00,145.72,47.38,4.00,-3.53,470.78
2010,21,30876.13,0.00,141.94,46.45,3.19,-3.78,462.02
2010,22,31025.51,0.00,166.78,46.45,2.75,-6.30,381.51
2010,23,31178.28,0.00,166.99,46.45,-1.71,-10.33,278.53
2010,24,31334.34,0.00,169.26,46.45,-1.45,-9.91,287.91
2010,25,31493.61,0.00,165.61,46.20,2.69,-5.41,408.44
2010,26,31655.99,0.00,195.14,46.20,2.56,-9.02,309.00
2010,27,31821.39,0.00,199.13,46.20,0.60,-11.08,262.35
2010,28,31989.71,0.00,184.10,46.20,1.25,-7.75,340.97
2010,29,32160.87,0.00,146.47,44.89,3.23,-2.90,493.46
