Latitude: 34.5217391304348  Longitude: -89.5652173913043
X & Y on Lambert Conformal Conic: 921571.65 -790307.3
Tile: 11206
Elevation: 77 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2010,1,35048.73,0.00,183.68,0.00,5.34,-1.61,542.61
2010,2,35081.74,0.00,187.95,0.00,1.83,-5.19,415.21
2010,3,35117.46,0.00,203.71,0.00,2.29,-5.43,407.62
2010,4,35155.86,0.00,143.04,0.00,-1.54,-6.64,371.71
2010,5,35196.92,0.00,254.02,0.00,-0.19,-10.40,277.04
2010,6,35240.61,0.72,349.68,0.72,3.94,-11.91,245.42
2010,7,35286.90,0.00,302.80,0.72,0.24,-11.07,262.46
2010,8,35335.76,0.00,182.01,0.72,-6.39,-12.14,240.97
2010,9,35387.17,0.00,269.20,0.72,-2.29,-11.56,252.52
2010,10,35441.07,0.00,339.10,0.72,1.17,-12.67,230.82
2010,11,35497.46,0.00,373.75,0.72,7.90,-11.48,254.03
2010,12,35556.28,0.00,315.63,0.72,5.21,-6.71,369.67
2010,13,35617.50,0.00,366.63,0.72,8.50,-8.70,316.66
2010,14,35681.08,0.00,378.83,0.72,12.26,-7.85,338.32
2010,15,35746.99,0.00,338.34,0.00,15.93,-3.87,458.85
2010,16,35815.19,51.05,218.65,0.00,11.28,-1.16,561.17
2010,17,35885.63,20.00,180.64,0.00,13.13,3.84,803.74
2010,18,35958.27,0.00,328.54,0.00,16.67,-0.05,608.27
2010,19,36033.08,2.40,237.77,0.00,16.63,1.67,688.76
2010,20,36110.02,40.92,164.12,0.00,17.56,9.23,1165.76
2010,21,36189.03,0.00,248.48,0.00,19.92,9.98,1225.34
2010,22,36270.08,0.00,103.23,0.00,11.39,7.94,1068.11
2010,23,36353.12,20.36,195.66,0.00,16.67,6.54,969.95
2010,24,36438.11,1.63,218.59,0.00,16.00,8.06,1076.35
2010,25,36525.01,0.00,234.06,0.00,10.61,2.35,723.52
2010,26,36613.77,0.00,280.40,0.00,9.20,-1.16,561.09
2010,27,36704.35,0.00,357.82,0.00,14.34,-3.49,472.08
2010,28,36796.70,0.00,310.47,0.00,10.58,-1.46,548.64
2010,29,36890.78,21.62,81.11,0.00,3.44,0.16,617.97
2010,30,36986.55,0.00,68.69,0.00,-2.11,-3.87,458.68
2010,31,37083.96,0.00,344.16,0.00,6.52,-7.58,345.63
2010,32,37182.96,0.00,349.47,0.00,7.90,-6.87,365.21
2010,33,37283.53,0.00,347.71,0.00,10.27,-4.54,436.34
2010,34,37385.60,1.21,341.58,0.00,10.71,-3.66,466.10
2010,35,37489.14,21.62,200.86,0.00,7.16,-2.34,514.26
2010,36,37594.11,1.52,153.08,0.00,8.10,3.22,769.27
2010,37,37700.46,0.00,82.09,0.00,4.89,2.63,738.08
2010,38,37808.15,0.00,250.43,0.00,6.77,-1.33,554.12
2010,39,37917.14,34.24,144.99,0.00,3.72,-2.13,522.28
2010,40,38027.39,0.00,115.55,0.00,2.48,-0.72,579.45
2010,41,38138.85,0.00,221.72,0.00,1.87,-4.37,441.69
2010,42,38251.50,0.00,308.02,0.00,4.68,-4.67,431.77
2010,43,38365.28,0.00,331.36,0.00,6.24,-3.97,455.18
2010,44,38480.17,0.00,385.56,0.00,10.25,-3.39,475.61
2010,45,38596.11,3.30,249.45,0.00,7.61,-2.03,526.13
2010,46,38713.08,0.00,268.64,0.00,1.36,-5.46,406.78
2010,47,38831.03,0.00,341.38,0.00,2.70,-6.73,368.97
