Latitude: 49.7391304347826  Longitude: -76.5217391304348
X & Y on Lambert Conformal Conic: 1602566.4 995654.85
Tile: 12472
Elevation: 306 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2010,1,28742.68,2.28,80.28,95.63,-10.72,-17.57,153.84
2010,2,28805.36,1.68,85.74,97.31,-13.94,-19.11,134.87
2010,3,28873.11,3.39,77.96,100.70,-8.93,-15.38,184.86
2010,4,28945.88,2.41,54.00,103.11,-5.66,-9.91,287.97
2010,5,29023.59,0.92,65.57,104.04,-5.40,-9.21,304.21
2010,6,29106.19,1.33,60.26,105.37,-7.17,-10.60,272.66
2010,7,29193.59,2.68,70.06,108.06,-9.14,-14.59,197.23
2010,8,29285.73,1.13,132.59,109.19,-12.62,-20.89,115.56
2010,9,29382.53,0.00,156.86,109.19,-14.43,-25.01,80.12
2010,10,29483.90,1.43,147.14,110.62,-7.36,-16.78,164.42
2010,11,29589.77,0.77,124.54,111.39,-9.80,-17.06,160.57
2010,12,29700.05,0.00,155.05,111.39,-14.48,-24.28,85.59
2010,13,29814.64,3.42,130.95,114.81,-8.76,-20.89,115.59
2010,14,29933.48,3.39,132.21,118.20,-2.42,-14.70,195.50
2010,15,30056.45,3.32,107.27,121.51,-2.87,-11.16,260.71
2010,16,30183.48,5.25,150.62,126.76,-6.06,-23.39,92.70
2010,17,30314.47,2.44,148.34,129.20,-7.55,-22.26,102.50
2010,18,30449.32,2.65,95.16,131.85,-4.43,-11.03,263.31
2010,19,30587.94,1.64,55.58,133.49,-8.09,-10.65,271.51
2010,20,30730.25,0.00,86.19,133.49,-7.51,-11.63,251.06
2010,21,30876.13,0.00,153.18,133.49,-4.94,-12.90,226.59
2010,22,31025.51,0.00,202.73,133.49,-9.15,-21.82,106.58
2010,23,31178.28,0.00,224.59,133.49,-7.26,-25.25,78.37
2010,24,31334.34,0.00,201.69,133.49,-0.30,-12.14,240.85
2010,25,31493.61,27.88,108.86,132.73,2.84,-4.19,447.96
2010,26,31655.99,0.00,234.21,132.73,-2.35,-20.12,123.64
2010,27,31821.39,3.14,165.35,135.87,-12.73,-25.38,77.43
2010,28,31989.71,1.69,191.87,137.56,-16.56,-25.77,74.74
2010,29,32160.87,1.54,186.96,139.10,-20.91,-29.50,52.83
2010,30,32334.77,1.67,249.04,140.77,-17.16,-33.29,36.68
2010,31,32511.33,0.78,213.79,141.55,-16.44,-26.76,68.24
2010,32,32690.45,0.00,224.01,141.55,-20.87,-31.93,41.86
2010,33,32872.05,0.00,265.10,141.55,-14.18,-33.29,36.68
2010,34,33056.05,0.00,221.21,141.55,-13.26,-24.18,86.36
2010,35,33242.35,0.00,210.19,141.55,-12.59,-22.48,100.49
2010,36,33430.89,0.00,175.09,141.55,-13.96,-21.58,108.82
2010,37,33621.57,0.00,115.44,141.55,-11.85,-16.50,168.26
2010,38,33814.33,0.00,101.36,141.55,-11.83,-15.75,179.16
2010,39,34009.07,1.35,165.53,142.90,-7.11,-13.72,211.97
2010,40,34205.73,0.00,222.13,142.90,-7.47,-16.97,161.76
2010,41,34404.23,0.00,282.02,142.90,-5.56,-20.83,116.21
2010,42,34604.50,0.59,232.45,143.49,-11.84,-21.70,107.68
2010,43,34806.46,0.62,244.31,144.11,-5.87,-16.36,170.24
2010,44,35010.06,0.99,233.57,145.10,-5.19,-14.63,196.64
2010,45,35215.22,4.78,163.45,149.88,-2.00,-10.44,276.16
2010,46,35421.87,6.19,114.41,149.71,-0.35,-5.61,402.05
2010,47,35629.96,2.09,127.17,151.81,-0.96,-6.62,372.30
2010,48,35839.41,3.18,115.73,151.50,-0.26,-5.26,412.88
2010,49,36050.18,4.69,106.27,156.19,-4.58,-9.03,308.72
2010,50,36262.20,2.25,130.37,158.44,-3.53,-9.02,308.82
