Latitude: 30.1739130434783  Longitude: -104.782608695652
X & Y on Lambert Conformal Conic: -450074.37 -1303071.72
Tile: 10838
Elevation: 1186 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2010,1,36341.54,0.00,336.18,0.00,13.33,-4.97,143.60
2010,2,36369.07,0.00,370.15,0.00,17.59,-4.23,152.40
2010,3,36398.87,0.00,376.77,0.00,17.21,-5.24,140.43
2010,4,36430.90,0.00,346.60,0.00,15.19,-3.85,157.16
2010,5,36465.16,0.00,338.63,0.00,15.70,-2.59,173.73
2010,6,36501.62,0.00,365.71,0.00,19.46,-1.46,190.00
2010,7,36540.25,0.00,270.97,0.00,10.89,-2.51,201.79
2010,8,36581.03,0.00,256.96,0.00,6.47,-6.04,189.78
2010,9,36623.95,0.00,394.70,0.00,11.82,-11.98,79.90
2010,10,36668.96,0.00,396.94,0.00,15.21,-8.89,103.92
2010,11,36716.05,0.00,370.29,0.00,16.02,-4.62,147.65
2010,12,36765.18,0.00,389.97,0.00,16.02,-6.75,124.10
2010,13,36816.32,0.00,401.61,0.00,18.18,-6.12,130.68
2010,14,36869.45,0.00,367.91,0.00,17.69,-2.37,176.85
2010,15,36924.54,0.00,251.33,0.00,13.89,1.94,275.85
2010,16,36981.54,0.00,380.04,0.00,17.10,-3.84,157.28
2010,17,37040.44,0.00,397.30,0.00,20.46,-2.43,175.94
2010,18,37101.19,0.00,370.02,0.00,21.03,1.22,234.00
2010,19,37163.77,0.00,392.20,0.00,24.23,2.10,250.42
2010,20,37228.14,0.00,353.84,0.00,20.55,2.41,256.41
2010,21,37294.26,0.00,374.22,0.00,20.95,1.23,234.24
2010,22,37362.10,32.87,274.35,0.00,23.73,4.02,289.56
2010,23,37431.62,22.65,140.25,0.00,13.37,4.57,775.53
2010,24,37502.80,0.00,256.77,0.00,12.01,0.04,553.95
2010,25,37575.58,0.00,359.98,0.00,14.47,-3.67,346.36
2010,26,37649.95,0.00,410.62,0.00,19.63,-3.34,301.62
2010,27,37725.85,17.84,279.65,0.00,19.94,-0.18,488.43
2010,28,37803.26,13.16,214.40,0.00,17.20,3.33,775.54
2010,29,37882.14,0.00,248.83,0.00,10.43,-0.78,576.91
2010,30,37962.45,0.00,350.98,0.00,14.23,-2.77,468.66
2010,31,38044.16,0.00,356.91,0.00,16.29,-1.11,515.86
2010,32,38127.23,0.00,338.74,0.00,18.19,2.09,651.36
2010,33,38211.62,11.75,256.91,0.00,19.09,2.38,724.64
2010,34,38297.30,9.76,132.67,0.00,12.00,4.46,839.88
2010,35,38384.24,0.00,243.74,0.00,13.30,3.05,759.97
2010,36,38472.39,0.00,359.21,0.00,17.21,0.98,643.13
2010,37,38561.72,0.00,382.53,0.00,20.37,2.33,677.70
2010,38,38652.20,0.00,394.14,0.00,22.25,3.13,699.75
2010,39,38743.80,0.00,297.86,0.00,15.82,3.32,774.74
2010,40,38836.47,0.00,333.33,0.00,14.50,0.62,638.60
2010,41,38930.19,0.00,303.56,0.00,11.62,-0.40,593.30
2010,42,39024.92,0.00,222.21,0.00,10.75,2.46,729.01
2010,43,39120.63,0.00,386.41,0.00,15.25,-0.51,567.43
2010,44,39217.28,0.00,416.55,0.00,18.13,0.37,574.76
2010,45,39314.85,0.00,425.91,0.00,17.71,-0.64,530.98
2010,46,39413.30,0.00,410.16,0.00,14.03,-2.66,478.65
2010,47,39512.60,0.00,421.37,0.00,15.02,-2.18,485.93
2010,48,39612.72,0.00,454.44,0.00,17.92,-1.84,471.20
2010,49,39713.63,0.00,447.21,0.00,21.12,1.87,602.49
2010,50,39815.30,0.00,422.24,0.00,21.20,3.97,714.37
2010,51,39917.70,0.00,451.63,0.00,22.65,3.33,654.87
2010,52,40020.79,0.00,452.83,0.00,21.01,2.00,602.51
2010,53,40124.56,0.00,401.77,0.00,18.71,3.23,702.43
2010,54,40228.98,0.00,228.53,0.00,4.98,-2.54,506.60
