Latitude: 34.5217391304348  Longitude: -93.9130434782609
X & Y on Lambert Conformal Conic: 538509.91 -828368.07
Tile: 11204
Elevation: 279 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2010,1,35048.73,0.00,294.73,0.00,8.82,-5.10,417.92
2010,2,35081.74,0.00,246.53,0.00,4.63,-5.01,421.03
2010,3,35117.46,0.00,95.32,0.00,-1.12,-4.20,447.36
2010,4,35155.86,0.00,145.44,0.00,-1.38,-6.28,382.15
2010,5,35196.92,0.00,247.43,0.00,-0.30,-9.67,293.44
2010,6,35240.61,1.52,310.17,1.52,2.18,-9.33,301.55
2010,7,35286.90,0.00,185.62,1.52,-3.03,-8.66,317.81
2010,8,35335.76,0.00,265.60,1.52,-4.91,-13.57,214.58
2010,9,35387.17,0.00,339.64,1.52,-1.19,-14.68,195.77
2010,10,35441.07,0.00,364.46,1.52,2.96,-14.16,204.47
2010,11,35497.46,0.00,375.14,1.52,11.78,-9.80,290.45
2010,12,35556.28,0.00,333.86,1.36,7.44,-5.60,402.43
2010,13,35617.50,0.00,366.25,1.36,10.55,-6.86,365.40
2010,14,35681.08,3.36,259.60,0.72,9.40,-4.50,437.58
2010,15,35746.99,0.00,282.89,0.00,13.81,2.13,711.80
2010,16,35815.19,19.67,109.62,0.00,8.44,3.62,791.63
2010,17,35885.63,0.00,272.38,0.00,14.52,3.76,799.20
2010,18,35958.27,0.00,316.35,0.00,14.86,0.41,629.16
2010,19,36033.08,13.26,233.70,0.00,18.29,4.19,823.73
2010,20,36110.02,19.70,154.38,0.00,19.46,11.99,1401.16
2010,21,36189.03,0.00,144.15,0.00,12.30,7.58,1042.10
2010,22,36270.08,0.00,291.95,0.00,12.88,1.52,681.83
2010,23,36353.12,16.84,185.79,0.00,12.04,3.40,779.03
2010,24,36438.11,0.00,160.38,0.00,9.22,4.14,820.93
2010,25,36525.01,0.00,275.52,0.00,9.19,-0.56,586.43
2010,26,36613.77,0.00,315.61,0.00,11.16,-1.19,560.02
2010,27,36704.35,0.00,341.88,0.00,13.42,-1.57,544.25
2010,28,36796.70,20.03,214.85,0.00,9.83,-0.17,603.06
2010,29,36890.78,12.30,43.30,0.00,0.01,-1.24,557.90
2010,30,36986.55,0.00,112.79,0.00,-0.88,-4.04,453.07
2010,31,37083.96,0.00,222.92,0.00,1.93,-4.68,431.69
2010,32,37182.96,0.00,335.91,0.00,7.32,-5.06,419.20
2010,33,37283.53,0.00,292.32,0.00,5.92,-3.75,462.97
2010,34,37385.60,4.65,224.36,0.00,6.80,-3.23,481.37
2010,35,37489.14,36.32,145.74,0.00,3.84,-1.82,534.60
2010,36,37594.11,0.00,200.62,0.00,6.88,1.08,660.42
2010,37,37700.46,0.00,138.39,0.00,5.62,1.82,696.24
2010,38,37808.15,17.06,134.82,0.00,6.26,1.31,671.22
2010,39,37917.14,44.54,60.49,0.00,1.68,-0.15,604.09
2010,40,38027.39,0.00,315.22,0.00,1.87,-7.18,356.42
2010,41,38138.85,0.00,340.25,0.00,3.24,-6.63,371.89
2010,42,38251.50,7.61,177.77,0.00,1.40,-4.32,443.60
