Latitude: 45.3913043478261  Longitude: -111.304347826087
X & Y on Lambert Conformal Conic: -841953.83 363486.68
Tile: 12095
Elevation: 2361 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2010,1,30953.85,4.34,104.19,118.78,-0.65,-6.97,362.22
2010,2,31005.42,0.00,142.94,118.78,0.43,-6.15,385.95
2010,3,31061.20,0.00,181.64,118.78,-0.31,-9.29,302.42
2010,4,31121.13,4.72,130.03,123.49,-0.71,-8.90,311.91
2010,5,31185.16,11.12,167.13,134.61,0.17,-12.14,240.88
2010,6,31253.26,12.80,179.37,147.42,-8.55,-22.36,101.58
2010,7,31325.36,0.00,242.90,147.42,-9.41,-24.15,86.58
2010,8,31401.41,0.00,246.37,147.42,-1.52,-16.62,166.65
2010,9,31481.35,0.00,216.93,147.42,2.73,-8.27,327.44
2010,10,31565.12,0.00,218.83,147.42,3.79,-7.30,353.25
2010,11,31652.67,0.00,235.18,147.42,6.68,-6.31,381.31
2010,12,31743.92,0.00,208.15,146.74,5.58,-4.39,441.29
2010,13,31838.81,0.00,192.20,145.96,4.47,-4.15,449.11
2010,14,31937.28,3.95,143.21,149.92,1.53,-6.73,369.15
2010,15,32039.26,0.00,218.21,149.92,3.17,-6.98,362.03
2010,16,32144.67,0.00,224.07,149.66,5.18,-5.38,409.32
2010,17,32253.45,0.00,211.85,149.23,4.40,-4.99,421.66
2010,18,32365.52,0.00,199.48,148.74,3.60,-4.84,426.26
2010,19,32480.82,0.00,218.22,148.74,2.27,-7.21,355.55
2010,20,32599.27,0.00,224.97,148.74,-0.12,-9.85,289.33
2010,21,32720.80,0.00,212.85,148.74,0.02,-8.74,315.69
2010,22,32845.33,3.71,147.99,152.46,-1.35,-9.03,308.52
2010,23,32972.79,5.69,93.97,158.15,-6.46,-10.87,266.85
2010,24,33103.11,4.19,131.50,162.35,-5.38,-11.72,249.27
2010,25,33236.20,0.00,263.28,162.35,-1.56,-12.91,226.45
2010,26,33372.01,3.43,148.83,165.78,-1.77,-9.00,309.36
2010,27,33510.45,2.96,167.72,168.73,-2.89,-11.17,260.57
