Latitude: 45.3913043478261  Longitude: -113.478260869565
X & Y on Lambert Conformal Conic: -1002571.45 387523.74
Tile: 12094
Elevation: 1965 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2010,1,30953.85,3.11,99.05,69.31,0.80,-5.16,416.07
2010,2,31005.42,2.02,94.68,69.26,-0.25,-5.87,394.17
2010,3,31061.20,0.00,187.38,69.26,-1.65,-10.72,270.01
2010,4,31121.13,1.62,182.74,70.88,-0.92,-9.60,295.16
2010,5,31185.16,13.20,103.80,70.14,1.93,-4.24,446.10
2010,6,31253.26,0.00,256.25,70.14,-1.19,-19.53,130.07
2010,7,31325.36,0.00,247.00,70.14,-11.85,-26.45,70.20
2010,8,31401.41,0.00,246.61,70.14,-8.06,-22.33,101.88
2010,9,31481.35,0.00,235.72,70.14,-2.49,-15.12,188.87
2010,10,31565.12,0.00,219.13,70.14,-0.61,-11.42,255.34
2010,11,31652.67,0.00,242.59,70.14,1.07,-12.18,240.07
2010,12,31743.92,0.00,224.45,70.14,3.52,-7.61,344.76
2010,13,31838.81,0.00,172.50,69.74,2.40,-5.04,419.92
2010,14,31937.28,0.00,186.26,69.74,1.24,-6.85,365.71
2010,15,32039.26,0.00,223.95,69.74,2.62,-7.95,335.83
2010,16,32144.67,0.00,186.77,69.39,2.82,-5.16,416.20
2010,17,32253.45,0.00,218.69,69.24,4.27,-5.65,400.95
2010,18,32365.52,0.00,189.32,68.56,3.56,-4.39,441.21
2010,19,32480.82,0.00,211.72,68.56,1.58,-7.49,347.97
2010,20,32599.27,0.00,244.25,68.56,-0.24,-11.45,254.68
2010,21,32720.80,0.00,254.06,68.56,-1.04,-12.89,226.69
2010,22,32845.33,2.56,171.61,71.13,-2.07,-11.71,249.50
2010,23,32972.79,0.00,192.38,71.13,-2.70,-10.14,282.67
2010,24,33103.11,0.00,260.67,71.13,-0.61,-12.24,238.97
2010,25,33236.20,1.87,239.08,73.00,-0.64,-10.41,276.65
2010,26,33372.01,3.48,122.20,76.48,-1.48,-7.35,351.79
2010,27,33510.45,0.00,186.40,76.48,-1.55,-8.30,326.70
2010,28,33651.45,0.00,260.98,76.48,-1.73,-12.36,236.63
2010,29,33794.94,0.00,274.14,76.48,-0.42,-11.89,245.87
2010,30,33940.84,0.00,273.71,76.48,-1.75,-12.88,226.87
2010,31,34089.09,4.21,178.65,80.69,-1.55,-10.34,278.20
2010,32,34239.61,0.00,292.43,80.69,1.84,-10.68,270.92
2010,33,34392.33,0.00,282.96,80.69,0.09,-11.36,256.50
2010,34,34547.18,0.00,296.44,80.69,-0.68,-13.06,223.67
