Latitude: 32.3478260869565  Longitude: -100.434782608696
X & Y on Lambert Conformal Conic: -39714.61 -1081144.53
Tile: 11020
Elevation: 701 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2010,1,35712.82,0.00,289.18,0.00,10.55,-4.18,448.27
2010,2,35743.00,0.00,268.54,0.00,6.71,-6.17,385.33
2010,3,35775.65,0.00,177.95,0.00,2.70,-4.99,421.63
2010,4,35810.76,0.00,210.75,0.00,4.60,-4.73,430.00
2010,5,35848.31,0.00,315.08,0.00,10.56,-6.24,383.38
2010,6,35888.26,0.00,338.03,0.00,13.49,-6.26,364.80
2010,7,35930.59,0.00,123.35,0.00,-2.89,-7.91,336.97
2010,8,35975.28,0.00,248.23,0.00,0.33,-10.73,269.75
2010,9,36022.30,0.00,344.03,0.00,8.23,-11.38,256.15
2010,10,36071.61,0.00,347.80,0.00,10.58,-9.60,287.15
2010,11,36123.20,0.00,344.02,0.00,11.69,-7.81,326.61
2010,12,36177.01,0.00,351.36,0.00,14.82,-5.91,363.43
2010,13,36233.03,0.00,342.99,0.00,16.43,-2.97,448.68
2010,14,36291.22,0.00,229.68,0.00,14.64,4.32,831.51
2010,15,36351.54,0.00,187.20,0.00,12.65,4.60,847.94
2010,16,36413.96,0.00,282.13,0.00,15.32,2.01,692.26
2010,17,36478.45,0.00,349.83,0.00,20.00,0.25,517.94
2010,18,36544.96,0.00,340.71,0.00,21.23,2.69,615.77
2010,19,36613.46,0.00,316.72,0.00,20.29,4.37,721.18
2010,20,36683.91,0.00,350.45,0.00,21.87,2.51,595.04
2010,21,36756.27,0.00,360.21,0.00,22.51,2.39,498.34
2010,22,36830.51,6.16,277.95,0.00,26.21,3.87,560.94
2010,23,36906.58,0.00,187.77,0.00,13.87,6.12,926.39
2010,24,36984.45,0.00,276.11,0.00,13.42,1.52,578.79
2010,25,37064.08,0.00,352.75,0.00,14.38,-2.98,362.48
2010,26,37145.42,0.00,375.41,0.00,17.32,-2.70,340.71
2010,27,37228.44,30.29,233.57,0.00,15.34,1.38,607.91
2010,28,37313.10,36.31,66.14,0.00,7.64,4.52,842.91
2010,29,37399.35,0.00,148.48,0.00,0.55,-4.93,423.62
2010,30,37487.16,0.00,324.04,0.00,8.21,-5.79,396.66
2010,31,37576.48,0.00,310.96,0.00,8.20,-4.78,428.34
2010,32,37667.29,0.00,326.41,0.00,11.60,-2.46,509.55
2010,33,37759.53,25.81,135.26,0.00,6.58,-0.10,606.09
2010,34,37853.17,30.43,85.82,0.00,6.19,2.20,715.79
2010,35,37948.16,12.91,108.11,0.00,7.75,2.73,742.88
2010,36,38044.48,0.00,283.85,0.00,12.49,1.87,699.00
2010,37,38142.08,0.00,282.65,0.00,9.08,-1.33,554.02
2010,38,38240.92,3.14,86.49,0.00,4.44,0.76,645.32
2010,39,38340.97,0.92,134.82,0.00,4.15,-0.05,608.37
2010,40,38442.19,0.00,270.25,0.00,4.12,-4.61,434.00
2010,41,38544.53,7.82,176.96,0.00,4.39,-2.80,496.92
2010,42,38647.97,7.52,146.22,0.00,3.16,-2.40,512.15
2010,43,38752.47,0.00,376.30,0.00,11.62,-1.29,555.66
2010,44,38857.99,0.00,419.82,0.00,16.16,-0.85,573.98
2010,45,38964.50,0.00,351.45,0.00,9.55,-1.88,532.21
2010,46,39071.95,0.00,418.84,0.00,9.75,-5.98,390.82
2010,47,39180.33,0.00,435.40,0.00,10.90,-6.30,381.58
2010,48,39289.59,0.00,453.01,0.00,14.54,-5.37,409.50
2010,49,39399.70,0.00,459.66,0.00,18.42,-3.32,477.93
2010,50,39510.63,0.00,437.72,0.00,20.40,2.14,712.63
2010,51,39622.35,0.00,397.72,0.00,20.33,6.12,942.23
2010,52,39734.82,0.00,276.58,0.00,12.75,5.05,874.81
2010,53,39848.02,6.06,134.50,0.00,1.89,-2.60,504.42
2010,54,39961.90,4.24,271.43,0.00,4.98,-5.20,414.86
2010,55,40076.45,0.00,484.60,0.00,13.06,-7.76,340.86
2010,56,40191.64,0.00,478.92,0.00,16.65,-3.17,483.54
2010,57,40307.43,0.00,410.04,0.00,12.32,-0.23,600.46
2010,58,40423.79,0.00,464.54,0.00,16.31,-1.19,559.88
2010,59,40540.70,12.49,294.24,0.00,13.20,1.12,662.21
2010,60,40658.13,7.16,180.95,0.00,7.04,0.81,647.82
2010,61,40776.06,0.00,471.91,0.00,13.94,-3.07,487.26
2010,62,40894.45,0.00,493.49,0.00,20.06,-1.00,567.84
2010,63,41013.28,0.00,471.84,0.00,20.51,2.25,718.23
2010,64,41132.53,0.00,314.83,0.00,16.11,6.93,996.51
2010,65,41252.17,2.15,175.82,0.00,16.02,9.43,1181.03
2010,66,41372.17,0.00,187.10,0.00,15.81,10.73,1288.33
2010,67,41492.51,0.00,321.81,0.00,20.73,11.26,1334.63
2010,68,41613.17,0.00,427.97,0.00,21.42,7.01,1002.19
2010,69,41734.11,0.00,439.39,0.00,18.89,3.95,810.27
2010,70,41855.33,0.00,481.93,0.00,16.94,-0.93,570.66
