Latitude: 36.695652173913  Longitude: -98.2608695652174
X & Y on Lambert Conformal Conic: 149148.24 -614445.36
Tile: 11381
Elevation: 350 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2010,1,34343.64,0.00,278.35,0.00,8.11,-7.85,338.51
2010,2,34379.70,0.00,131.73,0.00,-5.26,-10.74,269.64
2010,3,34418.72,0.00,124.77,0.00,-3.43,-8.59,319.46
2010,4,34460.67,0.00,113.48,0.00,-2.52,-7.17,356.82
2010,5,34505.51,0.00,88.22,0.00,-1.66,-5.17,415.79
2010,6,34553.23,0.00,201.22,0.00,2.22,-6.68,370.59
2010,7,34603.78,0.00,164.87,0.00,-6.37,-13.21,220.88
2010,8,34657.13,0.00,243.02,0.00,-4.97,-16.16,173.22
2010,9,34713.25,0.00,275.10,0.00,-3.61,-17.45,155.37
2010,10,34772.11,0.00,318.63,0.00,7.48,-15.50,183.01
2010,11,34833.65,0.00,317.39,0.00,13.36,-9.66,283.40
2010,12,34897.85,0.00,310.45,0.00,10.07,-9.49,297.13
2010,13,34964.66,0.00,315.88,0.00,15.72,-5.93,367.96
2010,14,35034.04,0.00,242.52,0.00,10.16,-1.07,564.59
2010,15,35105.95,0.00,267.93,0.00,9.43,-3.56,469.56
2010,16,35180.35,0.00,282.88,0.00,10.05,-4.23,446.60
2010,17,35257.18,0.00,322.28,0.00,14.83,-6.03,350.75
2010,18,35336.41,0.00,225.57,0.00,6.89,-2.75,498.84
2010,19,35417.99,0.00,221.75,0.00,10.69,1.17,664.44
2010,20,35501.87,2.79,188.63,0.00,10.61,-0.62,583.73
2010,21,35588.01,0.00,175.43,0.00,7.89,0.89,651.27
2010,22,35676.35,0.91,319.21,0.00,20.73,2.08,575.29
