Latitude: 32.3478260869565  Longitude: -89.5652173913043
X & Y on Lambert Conformal Conic: 950670.87 -1021707.81
Tile: 11026
Elevation: 159 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2010,1,35712.82,0.00,191.19,0.00,9.89,1.85,697.92
2010,2,35743.00,0.00,259.68,0.00,7.33,-4.24,446.31
2010,3,35775.65,0.00,242.67,0.00,5.60,-4.83,426.56
2010,4,35810.76,0.00,139.84,0.00,0.13,-5.32,411.09
2010,5,35848.31,0.00,267.91,0.00,1.95,-9.76,291.27
2010,6,35888.26,0.00,316.16,0.00,6.11,-9.56,296.05
2010,7,35930.59,7.00,209.01,7.00,4.47,-6.13,386.47
2010,8,35975.28,0.00,192.85,7.00,-1.02,-7.75,341.16
2010,9,36022.30,0.00,265.43,7.00,-1.38,-11.08,262.44
2010,10,36071.61,0.00,320.17,7.00,1.86,-10.77,268.85
2010,11,36123.20,0.00,388.02,7.00,7.66,-11.41,255.61
2010,12,36177.01,0.00,367.42,7.00,9.01,-7.46,348.91
2010,13,36233.03,0.00,379.96,7.00,9.59,-8.11,331.72
2010,14,36291.22,0.00,391.88,6.83,14.06,-5.61,402.28
2010,15,36351.54,0.00,389.56,5.75,15.96,-3.41,474.73
2010,16,36413.96,13.45,223.73,2.34,13.69,2.11,711.23
2010,17,36478.45,7.07,103.45,0.00,10.09,4.81,860.38
2010,18,36544.96,0.00,338.35,0.00,17.56,0.15,617.54
2010,19,36613.46,0.00,352.66,0.00,21.37,1.46,678.58
2010,20,36683.91,53.24,205.44,0.00,19.78,7.66,1047.91
2010,21,36756.27,0.00,266.43,0.00,22.93,10.99,1311.31
2010,22,36830.51,0.00,324.47,0.00,20.82,5.11,878.48
2010,23,36906.58,19.10,247.96,0.00,20.71,4.62,849.00
2010,24,36984.45,0.00,261.32,0.00,18.57,7.67,1048.30
2010,25,37064.08,0.00,305.31,0.00,15.20,2.10,710.59
2010,26,37145.42,0.00,343.27,0.00,14.63,-1.22,558.53
2010,27,37228.44,0.00,373.11,0.00,16.24,-3.08,486.80
2010,28,37313.10,0.00,371.88,0.00,18.76,-0.47,590.13
2010,29,37399.35,41.29,174.47,0.00,10.92,2.26,718.70
2010,30,37487.16,0.00,139.41,0.00,3.42,-1.34,553.77
2010,31,37576.48,0.00,270.59,0.00,7.88,-2.26,517.33
2010,32,37667.29,0.00,323.27,0.00,8.51,-4.44,439.39
2010,33,37759.53,0.00,335.73,0.00,13.36,-0.73,579.19
2010,34,37853.17,13.44,235.27,0.00,12.56,-0.11,605.99
2010,35,37948.16,32.40,149.17,0.00,9.47,2.42,726.97
2010,36,38044.48,0.00,111.85,0.00,9.46,5.81,922.17
2010,37,38142.08,0.00,99.84,0.00,7.04,3.98,811.73
2010,38,38240.92,0.00,141.52,0.00,4.41,-0.04,608.85
2010,39,38340.97,11.75,268.23,0.00,10.93,-3.04,488.34
2010,40,38442.19,0.00,279.27,0.00,8.19,-1.29,555.78
2010,41,38544.53,0.00,294.00,0.00,5.52,-4.19,447.85
2010,42,38647.97,8.59,177.99,0.00,4.76,-2.51,507.77
2010,43,38752.47,5.95,128.12,0.00,2.71,-2.13,522.17
2010,44,38857.99,0.00,345.29,0.00,5.65,-5.30,411.84
2010,45,38964.50,8.92,295.83,0.00,9.94,-3.88,458.58
2010,46,39071.95,0.00,348.32,0.00,7.53,-3.24,481.01
2010,47,39180.33,0.00,412.82,0.00,7.89,-7.07,359.42
2010,48,39289.59,0.00,411.91,0.00,10.09,-4.65,432.68
2010,49,39399.70,0.00,449.91,0.00,13.13,-6.01,390.03
2010,50,39510.63,0.00,453.04,0.00,15.97,-4.19,447.97
2010,51,39622.35,0.00,460.87,0.00,18.89,-3.43,474.26
2010,52,39734.82,12.13,332.10,0.00,16.74,-1.57,544.39
2010,53,39848.02,0.00,355.40,0.00,13.97,2.62,737.46
2010,54,39961.90,4.07,223.03,0.00,11.48,2.80,746.84
2010,55,40076.45,0.00,359.30,0.00,9.70,-1.20,559.27
2010,56,40191.64,0.00,455.69,0.00,10.41,-6.73,369.08
2010,57,40307.43,0.00,440.81,0.00,14.28,-1.50,547.37
2010,58,40423.79,0.00,405.47,0.00,14.62,1.65,688.20
2010,59,40540.70,0.00,466.96,0.00,16.26,-2.04,525.93
2010,60,40658.13,32.73,277.22,0.00,12.48,1.27,669.28
2010,61,40776.06,0.00,148.75,0.00,6.33,2.59,735.83
2010,62,40894.45,0.00,382.69,0.00,9.44,-1.73,537.82
2010,63,41013.28,0.00,474.22,0.00,12.82,-4.47,438.34
2010,64,41132.53,0.00,486.93,0.00,15.77,-3.46,473.15
2010,65,41252.17,0.00,493.03,0.00,17.57,-3.10,486.00
2010,66,41372.17,0.00,484.51,0.00,18.70,-1.17,560.48
2010,67,41492.51,5.74,358.90,0.00,22.12,1.89,699.91
2010,68,41613.17,19.84,247.93,0.00,17.69,7.11,1008.89
2010,69,41734.11,28.38,248.37,0.00,23.17,12.20,1420.02
2010,70,41855.33,22.31,274.91,0.00,25.82,12.99,1495.78
2010,71,41976.79,0.00,333.29,0.00,20.82,10.06,1232.67
2010,72,42098.47,0.00,218.40,0.00,14.05,7.68,1049.35
2010,73,42220.35,0.00,386.64,0.00,17.18,4.51,842.68
2010,74,42342.41,0.00,373.93,0.00,17.64,5.54,905.38
2010,75,42464.62,0.00,330.52,0.00,14.59,4.58,846.62
2010,76,42586.96,0.00,249.47,0.00,13.34,6.17,945.89
2010,77,42709.41,0.00,375.46,0.00,17.43,5.79,921.12
2010,78,42831.95,0.00,503.40,0.00,21.41,1.46,678.62
2010,79,42954.55,17.47,365.61,0.00,21.52,3.24,770.36
2010,80,43077.20,13.61,252.02,0.00,10.90,1.44,677.50
