Latitude: 47.5652173913043  Longitude: -67.8260869565217
X & Y on Lambert Conformal Conic: 2257705.5 978000.34
Tile: 12297
Elevation: 377 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2010,1,29905.94,5.22,81.13,36.96,-6.75,-11.84,246.74
2010,2,29962.66,11.32,126.93,48.28,-0.78,-10.49,275.09
2010,3,30023.99,5.35,49.74,46.80,0.51,-2.48,509.01
2010,4,30089.87,0.00,75.23,45.19,1.24,-2.17,520.78
2010,5,30160.26,0.00,65.41,44.01,-0.31,-3.19,482.58
2010,6,30235.08,0.00,63.12,42.89,-0.58,-3.33,477.66
2010,7,30314.29,0.00,74.13,42.87,-2.72,-5.94,392.13
2010,8,30397.81,0.00,67.00,42.87,-5.18,-8.01,334.23
2010,9,30485.59,0.00,144.97,42.87,-7.73,-14.47,199.22
2010,10,30577.55,0.00,161.86,42.87,-11.91,-19.63,128.96
2010,11,30673.62,0.00,171.54,42.87,-8.75,-17.15,159.35
2010,12,30773.72,0.00,115.94,42.87,-12.46,-17.33,156.90
2010,13,30877.80,0.00,143.83,42.87,-12.13,-18.38,143.49
2010,14,30985.75,0.00,216.96,42.87,-7.11,-21.97,105.16
2010,15,31097.52,0.00,192.98,42.87,-1.11,-11.10,261.84
2010,16,31213.02,1.24,210.38,44.11,-2.07,-14.07,205.83
2010,17,31332.17,0.00,222.21,44.11,-8.28,-22.15,103.43
2010,18,31454.88,0.00,176.81,44.11,-6.03,-13.86,209.45
2010,19,31581.09,1.98,103.41,46.09,-5.16,-9.14,306.06
2010,20,31710.69,0.00,93.57,46.09,-4.05,-7.58,345.61
2010,21,31843.62,0.00,106.91,46.09,-4.09,-8.13,331.09
2010,22,31979.79,0.00,188.67,46.09,-7.07,-15.08,189.46
