Latitude: 36.695652173913  Longitude: -76.5217391304348
X & Y on Lambert Conformal Conic: 1987164.38 -334479.63
Tile: 11392
Elevation: 19 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2010,1,34343.64,2.73,115.90,0.00,6.76,0.40,628.55
2010,2,34379.70,0.00,143.53,0.00,1.37,-4.35,442.34
2010,3,34418.72,0.00,187.36,0.00,1.06,-6.66,371.02
2010,4,34460.67,0.00,231.78,0.00,3.19,-7.11,358.54
2010,5,34505.51,0.00,229.62,0.00,2.92,-7.16,357.14
2010,6,34553.23,0.00,244.19,0.00,5.92,-5.24,413.68
2010,7,34603.78,2.29,209.84,2.29,5.54,-6.09,387.53
2010,8,34657.13,0.00,194.37,1.21,3.59,-3.41,474.77
2010,9,34713.25,0.00,245.49,1.21,2.69,-6.62,372.31
2010,10,34772.11,0.00,240.24,1.21,1.75,-7.18,356.40
2010,11,34833.65,0.00,329.37,1.21,6.25,-9.83,289.66
2010,12,34897.85,0.00,230.93,0.44,4.27,-4.18,448.17
2010,13,34964.66,0.00,313.62,0.44,7.79,-6.11,386.97
2010,14,35034.04,0.00,333.68,0.05,11.57,-5.06,419.35
2010,15,35105.95,0.00,310.16,0.00,15.78,-3.31,478.51
2010,16,35180.35,9.30,228.15,0.00,15.53,-1.76,536.76
2010,17,35257.18,17.23,216.35,0.00,19.02,3.74,798.20
2010,18,35336.41,0.00,281.37,0.00,16.37,2.57,734.74
2010,19,35417.99,0.00,291.82,0.00,17.38,2.47,729.72
2010,20,35501.87,2.92,155.28,0.00,9.95,1.84,697.53
2010,21,35588.01,12.95,96.31,0.00,6.86,2.22,716.54
2010,22,35676.35,5.92,129.46,0.00,7.35,0.99,655.90
2010,23,35766.85,0.00,253.49,0.00,9.51,-0.79,576.41
2010,24,35859.47,16.91,237.69,0.00,18.99,1.68,689.41
2010,25,35954.15,19.57,183.22,0.00,18.20,7.98,1070.62
2010,26,36050.84,0.00,224.94,0.00,11.12,2.55,733.44
2010,27,36149.50,0.00,293.25,0.00,10.00,-2.50,508.30
2010,28,36250.07,0.00,329.91,0.00,14.83,-2.07,524.64
2010,29,36352.51,13.07,141.72,0.00,4.42,-2.14,521.88
2010,30,36456.78,20.98,105.17,0.00,-0.97,-5.57,403.33
2010,31,36562.81,0.00,262.69,0.00,1.47,-8.18,329.74
2010,32,36670.57,0.00,341.46,0.00,7.41,-9.11,306.70
2010,33,36780.01,7.11,250.19,7.11,6.10,-6.10,387.52
2010,34,36891.07,0.00,241.41,4.81,7.21,-0.53,587.66
2010,35,37003.71,0.00,260.54,3.19,6.19,-2.14,521.84
2010,36,37117.89,50.04,199.35,0.55,8.83,0.30,624.25
2010,37,37233.55,4.96,195.47,0.00,6.99,-2.29,516.28
2010,38,37350.66,0.00,256.42,0.00,3.29,-5.59,402.62
2010,39,37469.16,0.00,290.91,0.00,5.34,-5.25,413.47
2010,40,37589.02,14.94,233.55,0.00,6.60,-5.18,415.45
2010,41,37710.18,0.57,215.14,0.00,3.91,-2.99,490.17
2010,42,37832.61,0.00,304.27,0.00,8.87,-2.13,522.38
2010,43,37956.25,2.25,192.68,0.00,4.73,-3.58,468.78
2010,44,38081.08,0.97,148.39,0.00,1.57,-2.68,501.36
2010,45,38207.04,0.00,334.45,0.00,7.02,-4.42,440.16
2010,46,38334.10,0.00,385.91,0.00,12.42,-3.87,458.75
2010,47,38462.21,0.00,286.00,0.00,6.79,-1.78,535.98
2010,48,38591.34,0.00,329.82,0.00,6.74,-3.62,467.46
2010,49,38721.44,0.00,366.77,0.00,11.17,-1.57,544.23
2010,50,38852.48,0.00,367.84,0.00,11.71,-1.10,563.48
2010,51,38984.42,0.00,405.51,0.00,13.64,-3.58,468.96
2010,52,39117.23,0.00,414.31,0.00,16.31,-2.99,490.08
2010,53,39250.86,6.74,296.59,0.00,15.38,-0.67,581.48
2010,54,39385.28,0.00,231.90,0.00,10.44,3.79,800.77
2010,55,39520.46,6.16,172.75,0.00,7.42,1.04,658.44
2010,56,39656.37,0.00,278.36,0.00,7.97,0.08,614.19
2010,57,39792.96,0.00,324.58,0.00,9.29,-0.28,598.49
2010,58,39930.20,0.00,350.25,0.00,8.97,-1.44,549.56
2010,59,40068.07,0.00,397.18,0.00,10.69,-2.62,503.56
2010,60,40206.53,0.00,405.69,0.00,12.97,-1.35,553.15
2010,61,40345.55,29.20,224.00,0.00,7.49,-0.84,574.44
2010,62,40485.10,9.51,123.16,0.00,4.18,0.16,617.78
2010,63,40625.15,0.00,349.88,0.00,10.20,0.32,625.25
2010,64,40765.67,0.00,379.73,0.00,10.41,-0.85,574.10
2010,65,40906.63,0.00,401.13,0.00,11.56,-0.95,569.69
2010,66,41048.00,0.00,458.46,0.00,15.89,-2.89,493.61
2010,67,41189.76,0.00,458.31,0.00,17.25,-1.64,541.46
2010,68,41331.87,0.00,469.22,0.00,20.01,-1.63,541.83
2010,69,41474.31,4.29,337.45,0.00,22.73,3.72,796.85
2010,70,41617.06,13.14,226.67,0.00,19.98,10.79,1294.15
2010,71,41760.08,14.74,148.18,0.00,17.74,12.17,1417.73
2010,72,41903.35,2.43,242.00,0.00,20.67,10.88,1301.19
2010,73,42046.84,1.28,242.77,0.00,13.29,6.72,982.47
2010,74,42190.54,1.50,197.12,0.00,11.73,6.56,971.41
2010,75,42334.40,0.00,334.27,0.00,13.13,3.77,799.96
2010,76,42478.42,0.00,481.00,0.00,18.54,-0.54,587.03
2010,77,42622.56,0.00,452.44,0.00,19.36,3.20,768.40
2010,78,42766.79,0.00,476.71,0.00,22.52,3.17,766.80
2010,79,42911.10,0.00,488.58,0.00,25.84,3.82,803.01
2010,80,43055.46,0.00,431.26,0.00,23.14,7.79,1057.14
