Latitude: 30.1739130434783  Longitude: -91.7391304347826
X & Y on Lambert Conformal Conic: 776556.45 -1277493.58
Tile: 10845
Elevation: 3 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2010,1,36341.54,0.00,215.21,0.00,12.36,4.73,855.78
2010,2,36369.07,0.00,277.58,0.00,11.33,0.87,650.39
2010,3,36398.87,0.00,258.93,0.00,10.05,0.66,640.45
2010,4,36430.90,0.00,177.70,0.00,6.32,0.41,629.14
2010,5,36465.16,0.00,286.11,0.00,7.24,-3.33,477.74
2010,6,36501.62,0.00,324.01,0.00,10.18,-2.94,491.76
2010,7,36540.25,11.21,234.14,0.00,11.43,-0.87,573.17
2010,8,36581.03,0.00,194.48,0.00,2.33,-4.01,453.99
2010,9,36623.95,0.00,258.31,0.00,2.28,-6.56,373.84
2010,10,36668.96,0.00,312.86,0.00,5.06,-6.67,370.80
2010,11,36716.05,0.00,358.35,0.00,8.80,-6.84,365.92
2010,12,36765.18,0.00,364.48,0.00,13.61,-3.24,480.97
2010,13,36816.32,0.00,352.41,0.00,12.87,-2.27,517.02
2010,14,36869.45,0.00,361.29,0.00,16.71,0.17,618.41
2010,15,36924.54,12.01,192.97,0.00,15.51,6.39,959.95
2010,16,36981.54,13.74,136.89,0.00,14.64,8.56,1113.92
2010,17,37040.44,0.00,201.56,0.00,14.73,7.99,1071.58
2010,18,37101.19,0.00,336.73,0.00,17.59,3.96,810.55
2010,19,37163.77,0.00,335.46,0.00,20.43,6.61,974.84
2010,20,37228.14,13.36,225.12,0.00,23.59,11.77,1380.95
2010,21,37294.26,0.00,279.81,0.00,24.53,13.79,1576.55
2010,22,37362.10,0.00,357.87,0.00,23.27,7.40,1029.21
2010,23,37431.62,0.00,312.28,0.00,22.37,10.32,1253.51
2010,24,37502.80,0.00,205.91,0.00,19.53,12.62,1460.47
2010,25,37575.58,0.00,348.27,0.00,18.16,4.55,845.23
2010,26,37649.95,0.00,368.00,0.00,18.76,3.60,790.65
2010,27,37725.85,0.00,381.95,0.00,19.49,2.96,755.48
2010,28,37803.26,0.00,347.68,0.00,19.55,6.21,948.62
2010,29,37882.14,13.63,231.46,0.00,18.35,7.59,1042.64
2010,30,37962.45,0.00,215.33,0.00,8.74,2.29,720.05
2010,31,38044.16,0.00,326.20,0.00,11.44,0.45,630.76
2010,32,38127.23,5.68,212.52,0.00,10.12,1.24,668.01
2010,33,38211.62,0.00,293.44,0.00,15.42,5.89,927.71
2010,34,38297.30,32.15,146.85,0.00,12.71,6.89,993.65
2010,35,38384.24,38.52,107.24,0.00,11.75,7.71,1050.91
2010,36,38472.39,0.00,178.31,0.00,11.92,6.94,997.54
2010,37,38561.72,0.00,257.64,0.00,11.97,4.66,851.31
2010,38,38652.20,0.00,357.26,0.00,12.63,1.17,664.58
2010,39,38743.80,16.33,296.68,0.00,17.26,2.83,748.69
2010,40,38836.47,0.00,305.98,0.00,13.00,3.94,809.29
2010,41,38930.19,0.00,326.59,0.00,8.63,-0.80,576.10
2010,42,39024.92,24.86,138.66,0.00,5.97,1.35,673.53
