Latitude: 43.2173913043478  Longitude: -89.5652173913043
X & Y on Lambert Conformal Conic: 806282.5 126485.8
Tile: 11926
Elevation: 329 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2010,1,31907.20,0.00,203.91,57.26,-9.55,-18.07,147.44
2010,2,31954.26,0.00,203.74,57.26,-13.76,-22.15,103.49
2010,3,32005.15,0.00,246.86,57.26,-11.46,-23.45,92.17
2010,4,32059.84,0.00,229.62,57.26,-8.51,-18.68,139.95
2010,5,32118.29,0.00,209.58,57.26,-7.45,-16.08,174.34
2010,6,32180.45,4.31,171.56,61.57,-6.99,-16.97,161.74
2010,7,32246.29,7.17,167.40,68.74,-4.34,-13.73,211.77
2010,8,32315.75,0.00,181.81,68.74,-6.23,-13.08,223.29
2010,9,32388.77,0.00,263.97,68.74,-9.38,-22.13,103.66
2010,10,32465.32,0.00,266.18,68.74,-9.13,-21.93,105.50
2010,11,32545.32,0.00,259.46,68.74,-4.12,-16.03,175.04
2010,12,32628.74,0.00,270.77,68.74,-3.34,-16.57,167.27
2010,13,32715.51,0.00,281.97,68.74,0.60,-14.71,195.27
2010,14,32805.56,0.00,251.17,68.74,3.16,-7.67,343.20
2010,15,32898.85,0.00,111.56,68.74,-2.27,-6.02,389.70
2010,16,32995.31,0.00,101.24,68.74,-3.63,-6.97,362.33
2010,17,33094.88,0.00,173.95,68.74,-1.73,-7.75,340.99
2010,18,33197.49,0.00,241.61,68.74,0.46,-8.90,311.75
2010,19,33303.08,0.00,274.21,68.74,-0.58,-12.35,236.85
2010,20,33411.59,0.00,268.72,68.74,-1.57,-12.54,233.23
2010,21,33522.95,0.00,119.16,68.20,-0.90,-4.72,430.37
2010,22,33637.09,0.00,139.54,67.32,0.60,-3.90,457.59
2010,23,33753.96,14.02,137.26,66.15,2.91,-3.20,482.31
2010,24,33873.47,7.07,93.33,64.05,2.96,-1.00,567.83
2010,25,33995.58,0.00,100.95,63.16,-0.81,-3.88,458.47
2010,26,34120.20,0.00,119.83,63.16,-6.19,-9.79,290.63
2010,27,34247.28,0.00,290.93,63.16,-6.03,-17.18,158.87
2010,28,34376.75,0.00,175.84,63.16,-12.65,-17.95,148.92
2010,29,34508.54,0.00,288.95,63.16,-10.95,-21.35,111.03
2010,30,34642.58,0.00,328.40,63.16,-5.39,-19.90,125.93
2010,31,34778.82,0.00,303.52,63.16,-5.28,-16.56,167.48
2010,32,34917.19,4.74,230.03,67.90,-4.16,-15.61,181.34
2010,33,35057.62,2.40,225.90,70.30,-0.26,-11.07,262.61
2010,34,35200.06,0.00,227.83,70.30,-1.53,-8.33,326.12
2010,35,35344.43,0.00,322.56,70.30,-0.46,-12.33,237.36
2010,36,35490.68,0.00,240.07,70.30,0.30,-6.81,366.72
2010,37,35638.75,0.00,132.29,70.30,-4.02,-7.49,347.97
2010,38,35788.57,1.74,295.09,72.04,-1.83,-10.92,265.83
2010,39,35940.09,4.14,208.49,76.18,-2.17,-10.20,281.44
2010,40,36093.26,5.56,146.79,81.74,-3.61,-8.55,320.38
2010,41,36248.00,0.00,261.13,81.74,-2.76,-9.54,296.59
2010,42,36404.27,0.00,389.65,81.74,-2.09,-18.36,143.78
2010,43,36562.01,0.00,388.99,81.74,-2.96,-17.92,149.26
2010,44,36721.16,0.00,395.79,81.74,-1.28,-17.13,159.62
2010,45,36881.68,0.00,391.15,81.74,-2.25,-16.81,163.99
2010,46,37043.51,3.03,261.06,84.77,-2.91,-13.49,215.91
2010,47,37206.60,0.00,325.48,84.77,0.37,-8.95,310.53
2010,48,37370.90,0.00,265.49,84.57,1.37,-5.51,405.18
2010,49,37536.35,0.00,386.69,84.57,2.65,-10.06,284.48
2010,50,37702.93,3.81,316.67,88.38,3.84,-14.05,206.24
2010,51,37870.56,5.08,283.28,93.46,0.59,-11.18,260.24
2010,52,38039.22,4.22,187.28,92.94,1.59,-4.78,428.38
