Latitude: 32.3478260869565  Longitude: -113.478260869565
X & Y on Lambert Conformal Conic: -1225808.07 -981997.54
Tile: 11014
Elevation: 250 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2010,1,35712.82,0.00,302.16,0.00,20.91,4.62,302.94
2010,2,35743.00,0.00,315.89,0.00,22.80,4.98,311.05
2010,3,35775.65,0.00,323.37,0.00,22.00,3.39,276.11
2010,4,35810.76,0.00,320.17,0.00,22.50,4.37,297.30
2010,5,35848.31,0.00,322.37,0.00,22.73,4.45,299.07
2010,6,35888.26,0.00,321.92,0.00,21.30,3.33,274.93
2010,7,35930.59,0.00,328.38,0.00,22.09,3.39,276.09
2010,8,35975.28,0.00,317.52,0.00,22.37,5.10,314.03
2010,9,36022.30,0.00,319.73,0.00,22.26,4.88,308.86
2010,10,36071.61,0.00,317.90,0.00,22.23,5.20,316.29
2010,11,36123.20,0.00,331.63,0.00,23.50,4.91,309.48
2010,12,36177.01,0.00,338.37,0.00,24.24,4.88,308.73
2010,13,36233.03,0.00,324.71,0.00,23.89,6.47,347.35
2010,14,36291.22,0.00,279.29,0.00,21.52,8.27,396.29
2010,15,36351.54,0.00,307.92,0.00,23.38,7.94,386.92
2010,16,36413.96,0.00,310.03,0.00,22.21,6.78,355.49
2010,17,36478.45,0.00,321.54,0.00,21.92,5.63,326.45
2010,18,36544.96,3.23,202.32,0.00,20.82,8.36,514.22
2010,19,36613.46,15.58,160.08,0.00,18.73,9.40,713.32
2010,20,36683.91,8.24,200.83,0.00,18.73,6.47,609.07
2010,21,36756.27,43.59,133.01,0.00,16.96,9.24,1097.18
2010,22,36830.51,16.79,121.33,0.00,16.32,9.34,1173.95
2010,23,36906.58,0.00,253.42,0.00,15.40,4.06,816.15
2010,24,36984.45,0.00,296.59,0.00,16.24,2.27,719.27
2010,25,37064.08,0.00,292.86,0.00,17.77,4.03,814.76
2010,26,37145.42,0.00,291.27,0.00,19.41,5.72,916.73
2010,27,37228.44,0.00,246.95,0.00,19.32,8.34,1097.68
2010,28,37313.10,0.00,231.09,0.00,18.64,8.62,1118.32
2010,29,37399.35,0.00,297.51,0.00,19.78,6.01,934.65
2010,30,37487.16,0.00,295.18,0.00,20.72,7.13,1004.67
2010,31,37576.48,0.00,320.15,0.00,21.15,6.00,903.70
2010,32,37667.29,0.00,300.51,0.00,20.67,7.15,998.96
2010,33,37759.53,0.00,306.96,0.00,21.67,7.89,1035.97
2010,34,37853.17,0.00,264.40,0.00,20.97,9.93,1221.18
2010,35,37948.16,0.00,314.07,0.00,20.88,7.34,992.65
2010,36,38044.48,0.00,298.75,0.00,20.41,8.05,1060.70
2010,37,38142.08,0.00,288.50,0.00,19.96,8.48,1104.82
2010,38,38240.92,0.00,260.76,0.00,18.44,8.67,1122.38
2010,39,38340.97,0.00,339.24,0.00,18.78,5.14,839.30
2010,40,38442.19,0.00,352.90,0.00,19.29,4.96,813.39
2010,41,38544.53,8.34,173.95,0.00,15.29,7.45,1032.64
2010,42,38647.97,0.00,356.54,0.00,18.48,4.75,826.90
2010,43,38752.47,0.00,377.71,0.00,20.95,5.70,849.76
2010,44,38857.99,0.00,391.28,0.00,23.20,6.60,877.12
2010,45,38964.50,0.00,389.24,0.00,24.15,7.76,943.65
2010,46,39071.95,0.00,392.41,0.00,24.98,8.41,975.96
2010,47,39180.33,0.00,397.06,0.00,25.48,8.61,979.79
2010,48,39289.59,0.00,406.61,0.00,25.29,7.68,910.67
2010,49,39399.70,0.00,403.04,0.00,25.06,7.86,925.81
2010,50,39510.63,0.00,379.76,0.00,23.93,8.81,1017.60
2010,51,39622.35,2.74,216.59,0.00,20.19,10.16,1240.16
2010,52,39734.82,0.00,296.94,0.00,19.74,9.42,1180.65
2010,53,39848.02,0.00,259.59,0.00,17.78,9.20,1163.08
2010,54,39961.90,0.00,386.29,0.00,18.20,3.95,759.01
2010,55,40076.45,0.00,431.48,0.00,21.93,3.87,701.59
2010,56,40191.64,0.00,399.06,0.00,22.71,7.30,911.10
2010,57,40307.43,0.00,402.03,0.00,22.57,7.01,890.23
2010,58,40423.79,4.48,287.62,0.00,22.92,8.24,1090.22
2010,59,40540.70,0.00,347.90,0.00,20.16,8.00,1035.19
2010,60,40658.13,0.00,394.81,0.00,21.75,7.08,918.50
2010,61,40776.06,0.00,393.22,0.00,22.86,8.34,993.39
2010,62,40894.45,0.00,416.78,0.00,23.37,7.41,906.08
2010,63,41013.28,0.00,384.22,0.00,21.29,7.64,963.40
2010,64,41132.53,0.00,436.82,0.00,22.21,5.21,768.17
2010,65,41252.17,0.00,395.30,0.00,22.41,8.11,973.61
2010,66,41372.17,9.11,180.21,0.00,17.45,9.98,1225.75
2010,67,41492.51,0.00,342.33,0.00,18.88,7.67,1044.79
2010,68,41613.17,0.00,308.68,0.00,17.26,7.55,1040.14
2010,69,41734.11,0.00,394.62,0.00,17.44,4.26,795.82
2010,70,41855.33,0.00,406.35,0.00,19.02,5.26,833.23
2010,71,41976.79,0.00,459.66,0.00,22.21,4.70,744.88
2010,72,42098.47,0.00,456.55,0.00,23.95,6.47,831.91
2010,73,42220.35,0.00,409.96,0.00,21.97,7.75,960.93
2010,74,42342.41,0.00,447.58,0.00,24.52,7.96,922.29
2010,75,42464.62,0.00,464.10,0.00,26.84,8.91,949.94
2010,76,42586.96,0.00,467.45,0.00,29.42,10.88,1055.82
2010,77,42709.41,0.00,472.03,0.00,28.29,9.76,980.92
2010,78,42831.95,0.00,422.74,0.00,26.36,11.46,1169.79
2010,79,42954.55,0.00,463.78,0.00,25.66,8.60,929.34
2010,80,43077.20,0.00,482.85,0.00,26.99,8.43,890.38
2010,81,43199.87,3.19,364.03,0.00,28.25,8.64,1024.48
2010,82,43322.53,0.00,380.46,0.00,24.59,11.85,1255.50
2010,83,43445.18,0.00,460.57,0.00,24.84,8.00,889.68
2010,84,43567.78,0.00,490.52,0.00,27.21,7.96,843.55
2010,85,43690.32,0.00,442.17,0.00,25.10,9.44,994.78
2010,86,43812.77,0.00,469.64,0.00,25.06,7.90,869.76
2010,87,43935.11,0.00,494.92,0.00,27.78,8.52,863.53
2010,88,44057.32,0.00,509.22,0.00,30.22,9.30,878.25
2010,89,44179.38,0.00,511.90,0.00,30.59,9.31,864.70
2010,90,44301.26,0.00,406.18,0.00,25.87,11.81,1188.17
