Latitude: 34.5217391304348  Longitude: -117.826086956522
X & Y on Lambert Conformal Conic: -1566477.88 -680002.51
Tile: 11192
Elevation: 930 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2010,1,35048.73,0.00,291.00,0.00,16.41,-0.52,587.92
2010,2,35081.74,0.00,284.42,0.00,16.67,0.59,637.63
2010,3,35117.46,0.00,298.87,0.00,16.74,-1.15,561.61
2010,4,35155.86,0.00,278.10,0.00,14.64,-0.32,596.64
2010,5,35196.92,0.00,307.56,0.00,17.83,-1.29,555.86
2010,6,35240.61,0.00,303.01,0.00,19.46,0.98,655.57
2010,7,35286.90,0.00,298.61,0.00,19.71,1.99,705.06
2010,8,35335.76,0.00,268.02,0.00,17.05,3.15,765.70
2010,9,35387.17,0.00,286.11,0.00,16.54,1.11,661.62
2010,10,35441.07,0.00,297.02,0.00,19.24,2.30,720.81
2010,11,35497.46,0.00,300.79,0.00,19.25,2.04,707.44
2010,12,35556.28,0.00,295.25,0.00,19.70,3.26,771.71
2010,13,35617.50,0.00,216.20,0.00,14.77,4.99,871.21
2010,14,35681.08,0.00,286.90,0.00,16.45,1.65,687.83
2010,15,35746.99,0.00,280.99,0.00,15.20,1.19,665.46
2010,16,35815.19,0.00,289.72,0.00,17.04,2.20,715.54
2010,17,35885.63,3.73,212.72,0.00,15.49,1.64,687.68
2010,18,35958.27,24.88,146.95,0.00,12.90,4.62,849.29
2010,19,36033.08,11.77,154.30,0.00,9.38,0.84,649.07
2010,20,36110.02,14.70,145.94,0.00,8.73,0.80,647.23
2010,21,36189.03,27.47,92.37,0.00,5.68,0.96,654.55
2010,22,36270.08,16.94,118.62,0.00,7.13,0.94,653.91
2010,23,36353.12,0.00,242.76,0.00,9.83,-0.39,593.62
2010,24,36438.11,0.00,287.71,0.00,11.38,-1.59,543.65
2010,25,36525.01,0.00,273.89,0.00,12.28,0.30,624.31
2010,26,36613.77,4.92,202.22,0.00,12.16,0.64,639.53
2010,27,36704.35,3.80,158.58,0.00,11.86,3.45,782.02
2010,28,36796.70,0.00,293.29,0.00,14.13,1.11,661.84
2010,29,36890.78,0.00,300.89,0.00,14.78,1.31,671.17
2010,30,36986.55,0.00,310.08,0.00,14.41,0.45,631.12
2010,31,37083.96,0.00,326.35,0.00,14.98,-0.12,605.35
2010,32,37182.96,0.00,304.16,0.00,12.92,-0.02,609.79
2010,33,37283.53,0.00,291.78,0.00,13.22,1.35,673.10
2010,34,37385.60,0.00,334.22,0.00,15.34,0.44,630.53
2010,35,37489.14,0.00,335.42,0.00,15.42,0.76,645.31
2010,36,37594.11,8.16,165.20,0.00,12.66,4.92,866.98
2010,37,37700.46,28.53,167.07,0.00,11.53,3.99,812.21
2010,38,37808.15,0.00,266.38,0.00,11.12,1.95,702.87
2010,39,37917.14,0.00,342.88,0.00,13.34,-0.01,610.20
2010,40,38027.39,8.48,222.00,0.00,10.38,0.35,626.56
2010,41,38138.85,5.84,249.63,0.00,12.17,0.36,626.72
2010,42,38251.50,0.00,363.82,0.00,14.82,0.80,647.39
2010,43,38365.28,0.00,356.57,0.00,16.68,3.09,762.25
2010,44,38480.17,0.00,387.09,0.00,18.29,1.92,701.30
2010,45,38596.11,0.00,396.18,0.00,20.57,2.85,749.53
2010,46,38713.08,0.00,397.83,0.00,20.51,2.84,749.10
2010,47,38831.03,0.00,401.41,0.00,20.96,3.03,759.37
2010,48,38949.94,0.00,389.92,0.00,20.74,4.21,825.08
2010,49,39069.76,0.00,382.08,0.00,20.50,4.79,859.29
2010,50,39190.45,0.00,302.66,0.00,14.54,4.31,831.10
2010,51,39311.99,1.76,276.07,0.00,12.85,3.83,803.32
2010,52,39434.34,1.46,278.23,0.00,13.44,4.33,832.21
2010,53,39557.46,0.00,288.71,0.00,12.24,2.87,750.56
2010,54,39681.33,0.00,389.10,0.00,14.08,-0.55,586.90
2010,55,39805.90,0.00,305.86,0.00,15.80,5.70,915.54
2010,56,39931.15,0.00,358.07,0.00,18.34,5.59,908.69
2010,57,40057.05,0.00,348.61,0.00,16.74,4.68,852.88
2010,58,40183.57,22.32,210.29,0.00,11.88,3.26,771.44
2010,59,40310.67,0.00,394.63,0.00,16.46,2.20,715.66
2010,60,40438.33,0.00,399.75,0.00,17.84,3.23,769.98
2010,61,40566.51,0.00,330.18,0.00,15.82,5.34,892.60
2010,62,40695.20,0.00,376.72,0.00,15.16,2.67,740.04
2010,63,40824.35,0.00,364.28,0.00,12.38,0.85,649.46
2010,64,40953.95,0.00,445.23,0.00,15.10,-1.69,539.72
2010,65,41083.96,0.00,308.00,0.00,12.92,3.91,807.67
2010,66,41214.36,12.84,249.97,0.00,13.04,3.13,764.36
2010,67,41345.12,0.00,355.78,0.00,15.06,4.08,817.68
2010,68,41476.22,1.75,303.82,0.00,8.51,-0.06,607.89
2010,69,41607.63,0.00,354.95,0.00,10.68,0.28,623.21
2010,70,41739.32,0.00,469.18,0.00,15.27,-2.23,518.43
2010,71,41871.28,0.00,470.81,0.00,18.71,0.53,634.48
2010,72,42003.47,0.00,335.50,0.00,13.14,3.38,778.24
2010,73,42135.87,0.00,462.58,0.00,16.83,0.23,620.84
2010,74,42268.46,0.00,460.96,0.00,20.12,3.39,778.69
2010,75,42401.22,0.00,482.82,0.00,23.39,4.15,821.48
2010,76,42534.11,0.00,489.32,0.00,24.05,4.16,821.91
2010,77,42667.12,0.00,478.67,0.00,24.46,5.85,925.12
2010,78,42800.22,0.00,480.41,0.00,22.96,4.68,852.64
2010,79,42933.39,0.00,490.60,0.00,23.81,4.53,843.73
2010,80,43066.61,0.00,474.27,0.00,22.99,5.33,892.53
2010,81,43199.85,0.00,491.88,0.00,22.58,3.37,777.80
2010,82,43333.10,0.00,450.74,0.00,20.58,4.79,859.22
2010,83,43466.31,0.00,497.83,0.00,23.19,3.17,766.62
2010,84,43599.49,0.00,437.08,0.00,18.72,3.91,807.61
2010,85,43732.59,0.00,393.45,0.00,18.09,5.49,902.14
2010,86,43865.60,0.00,462.28,0.00,18.85,2.63,737.62
2010,87,43998.49,0.00,495.70,0.00,22.17,2.97,756.12
2010,88,44131.25,0.00,501.70,0.00,26.01,5.33,887.75
2010,89,44263.84,0.00,416.44,0.00,21.60,7.36,1026.77
2010,90,44396.24,0.00,345.11,0.00,13.33,2.88,751.12
2010,91,44528.43,0.00,427.68,0.00,15.10,1.13,662.64
2010,92,44660.39,0.00,459.50,0.00,17.92,2.07,709.12
