Latitude: 43.2173913043478  Longitude: -113.478260869565
X & Y on Lambert Conformal Conic: -1039631.72 160164.85
Tile: 11914
Elevation: 1506 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2010,1,31907.20,6.84,123.52,49.66,-0.05,-6.12,386.88
2010,2,31954.26,7.76,169.45,57.42,1.06,-8.29,327.01
2010,3,32005.15,0.00,215.07,57.42,-1.61,-10.07,284.34
2010,4,32059.84,0.00,192.71,57.42,-1.22,-8.39,324.52
2010,5,32118.29,0.00,225.22,57.42,2.05,-7.03,360.63
2010,6,32180.45,0.00,244.83,57.42,0.02,-10.39,277.23
2010,7,32246.29,0.00,256.32,57.42,-5.47,-16.55,167.54
2010,8,32315.75,0.00,255.92,57.42,-5.63,-16.55,167.53
2010,9,32388.77,0.00,251.79,57.42,-1.98,-12.46,234.82
2010,10,32465.32,0.00,223.05,57.42,0.75,-7.68,343.03
2010,11,32545.32,0.00,238.71,57.42,1.62,-7.73,341.60
2010,12,32628.74,0.00,201.76,57.20,1.71,-5.49,405.90
2010,13,32715.51,0.00,230.53,57.01,3.17,-5.53,404.71
2010,14,32805.56,0.00,200.97,56.85,1.37,-5.62,401.74
2010,15,32898.85,0.00,242.87,56.85,0.00,-9.10,306.93
2010,16,32995.31,0.00,260.77,56.85,2.13,-8.18,329.81
2010,17,33094.88,0.00,237.91,56.85,1.69,-6.93,363.37
2010,18,33197.49,4.05,128.22,55.96,1.63,-3.89,457.93
2010,19,33303.08,10.56,188.30,55.63,4.07,-5.21,414.75
2010,20,33411.59,1.71,190.94,55.01,1.65,-4.52,436.89
2010,21,33522.95,9.88,111.80,53.71,1.69,-2.92,492.60
2010,22,33637.09,17.16,116.96,52.86,0.82,-3.96,455.57
2010,23,33753.96,0.00,186.23,52.81,-0.11,-5.88,394.08
2010,24,33873.47,0.00,298.12,52.81,-0.37,-12.16,240.60
2010,25,33995.58,0.78,271.39,53.58,-0.06,-9.52,296.99
2010,26,34120.20,4.38,153.40,53.05,1.52,-4.74,429.69
2010,27,34247.28,0.00,269.41,53.05,1.80,-7.31,352.90
2010,28,34376.75,0.00,319.84,53.05,1.81,-11.21,259.57
2010,29,34508.54,0.00,282.09,53.05,-0.98,-10.40,277.03
2010,30,34642.58,1.92,284.39,54.97,-1.71,-11.05,263.01
2010,31,34778.82,3.79,148.51,58.76,-0.60,-6.20,384.35
2010,32,34917.19,0.00,305.31,58.76,0.21,-10.08,284.05
2010,33,35057.62,0.00,286.62,58.76,0.16,-8.83,313.49
2010,34,35200.06,0.00,246.83,58.69,1.29,-5.85,394.90
2010,35,35344.43,0.00,273.69,58.69,1.67,-6.45,377.04
2010,36,35490.68,2.03,162.73,58.14,1.14,-4.67,431.82
2010,37,35638.75,0.00,289.32,58.14,1.26,-7.10,358.74
2010,38,35788.57,0.00,355.39,58.14,2.17,-10.49,275.04
2010,39,35940.09,0.00,351.80,58.14,-0.08,-11.90,245.67
2010,40,36093.26,0.00,306.54,58.14,-2.05,-10.75,269.34
2010,41,36248.00,0.00,340.87,58.14,0.13,-10.38,277.51
2010,42,36404.27,0.00,358.56,58.14,2.27,-9.53,296.83
2010,43,36562.01,2.34,240.90,60.48,3.21,-6.05,388.91
2010,44,36721.16,0.00,356.68,60.48,3.82,-7.43,349.60
2010,45,36881.68,0.00,332.09,60.48,-0.30,-9.73,292.02
2010,46,37043.51,1.30,317.07,59.89,4.11,-4.60,434.28
2010,47,37206.60,0.00,224.14,59.30,0.76,-4.59,434.40
2010,48,37370.90,0.00,214.79,58.20,1.67,-3.39,475.60
2010,49,37536.35,0.48,296.26,58.16,1.45,-5.89,393.64
2010,50,37702.93,0.00,325.69,58.16,-0.13,-8.43,323.55
2010,51,37870.56,0.00,374.26,58.16,-1.81,-12.32,237.56
2010,52,38039.22,0.00,390.96,58.16,-2.73,-14.19,203.88
2010,53,38208.85,0.00,432.39,58.16,0.90,-14.88,192.58
2010,54,38379.42,0.00,386.77,58.16,-3.51,-14.52,198.49
2010,55,38550.87,0.99,364.09,59.15,0.42,-9.36,300.81
2010,56,38723.17,0.00,341.21,59.15,1.40,-7.37,351.15
