Latitude: 30.1739130434783  Longitude: -98.2608695652174
X & Y on Lambert Conformal Conic: 163741.25 -1314270.9
Tile: 10841
Elevation: 442 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2010,1,36341.54,0.00,321.41,0.00,13.86,-0.07,485.89
2010,2,36369.07,0.00,336.48,0.00,11.63,-3.49,381.12
2010,3,36398.87,0.00,263.68,0.00,9.37,-0.53,541.34
2010,4,36430.90,0.00,260.90,0.00,8.70,-0.99,529.22
2010,5,36465.16,0.00,334.30,0.00,8.94,-5.51,341.04
2010,6,36501.62,0.00,317.37,0.00,9.94,-3.06,412.65
2010,7,36540.25,0.00,243.27,0.00,5.82,-2.85,488.19
2010,8,36581.03,0.00,223.15,0.00,1.38,-6.28,382.19
2010,9,36623.95,0.00,364.19,0.00,5.55,-11.61,216.23
2010,10,36668.96,0.00,365.05,0.00,7.58,-9.66,243.25
2010,11,36716.05,0.00,374.23,0.00,12.48,-6.42,284.63
2010,12,36765.18,0.00,372.91,0.00,15.98,-2.79,353.59
2010,13,36816.32,0.00,198.27,0.00,11.81,4.98,859.82
2010,14,36869.45,29.63,108.14,0.00,12.57,7.73,1052.70
2010,15,36924.54,36.28,94.61,0.00,11.18,7.05,1004.83
2010,16,36981.54,0.00,252.21,0.00,14.19,5.12,879.58
2010,17,37040.44,0.00,342.37,0.00,16.58,1.91,701.10
2010,18,37101.19,0.00,335.47,0.00,19.25,4.96,869.30
2010,19,37163.77,0.57,256.42,0.00,20.82,11.22,1331.50
2010,20,37228.14,0.00,188.57,0.00,20.12,13.46,1542.57
2010,21,37294.26,0.00,362.29,0.00,23.38,6.18,938.30
2010,22,37362.10,0.00,339.94,0.00,21.54,7.11,1008.95
2010,23,37431.62,0.00,254.74,0.00,18.73,9.64,1198.23
2010,24,37502.80,0.00,267.47,0.00,15.84,6.47,965.66
2010,25,37575.58,0.00,385.20,0.00,17.78,-0.08,607.23
2010,26,37649.95,0.00,391.55,0.00,18.70,0.06,610.07
2010,27,37725.85,2.88,244.82,0.00,17.07,4.91,866.40
2010,28,37803.26,55.26,126.49,0.00,16.82,11.36,1343.73
2010,29,37882.14,1.87,267.78,0.00,9.44,0.75,644.73
2010,30,37962.45,0.00,318.67,0.00,7.49,-3.31,478.41
2010,31,38044.16,0.00,172.93,0.00,1.77,-3.18,482.95
2010,32,38127.23,1.78,296.72,0.00,6.74,-2.48,509.07
2010,33,38211.62,12.62,138.39,0.00,8.69,3.45,782.15
