Latitude: 36.695652173913  Longitude: -100.434782608696
X & Y on Lambert Conformal Conic: -37289.59 -615903.05
Tile: 11380
Elevation: 792 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2010,1,34343.64,0.00,257.95,0.00,8.13,-8.55,320.44
2010,2,34379.70,0.00,107.98,0.00,-3.42,-9.03,308.57
2010,3,34418.72,0.00,199.53,0.00,2.47,-8.77,315.07
2010,4,34460.67,0.00,184.60,0.00,2.86,-7.34,351.99
2010,5,34505.51,0.00,225.69,0.00,4.84,-8.31,326.59
2010,6,34553.23,0.00,115.98,0.00,-1.11,-7.12,358.24
2010,7,34603.78,0.00,142.95,0.00,-6.81,-14.21,203.54
2010,8,34657.13,0.00,271.32,0.00,-2.34,-19.24,133.31
2010,9,34713.25,0.00,285.59,0.00,-0.23,-18.89,137.36
2010,10,34772.11,0.00,323.42,0.00,11.86,-16.85,163.47
2010,11,34833.65,0.00,314.53,0.00,13.72,-11.28,258.26
2010,12,34897.85,0.00,308.81,0.00,14.72,-8.51,321.36
2010,13,34964.66,0.00,315.32,0.00,17.27,-7.63,344.37
2010,14,35034.04,0.00,276.29,0.00,12.28,-5.06,419.21
2010,15,35105.95,0.00,291.34,0.00,12.34,-6.64,371.58
2010,16,35180.35,0.00,308.03,0.00,14.69,-6.90,364.26
2010,17,35257.18,0.00,321.19,0.00,17.79,-6.75,368.48
2010,18,35336.41,0.00,294.55,0.00,13.04,-5.71,399.17
2010,19,35417.99,0.00,282.02,0.00,12.97,-4.09,451.39
2010,20,35501.87,0.00,289.15,0.00,11.87,-5.66,398.76
2010,21,35588.01,0.00,274.31,0.00,10.93,-4.82,427.03
2010,22,35676.35,0.00,289.47,0.00,18.00,0.33,587.32
2010,23,35766.85,0.00,222.78,0.00,12.48,0.80,647.25
2010,24,35859.47,0.00,211.91,0.00,8.14,-2.56,505.93
2010,25,35954.15,0.00,272.62,0.00,10.21,-4.68,431.51
2010,26,36050.84,0.00,317.05,0.00,10.71,-8.50,311.47
2010,27,36149.50,0.00,316.35,0.00,11.27,-7.57,332.31
2010,28,36250.07,18.37,74.10,18.37,-2.42,-6.16,385.57
2010,29,36352.51,4.64,114.20,23.01,-4.53,-10.54,273.95
2010,30,36456.78,0.00,345.16,23.01,0.29,-16.03,175.01
2010,31,36562.81,0.00,357.55,23.01,2.25,-14.98,190.97
2010,32,36670.57,0.00,304.09,23.01,2.65,-10.72,270.02
2010,33,36780.01,0.00,354.93,23.01,7.18,-10.00,286.01
2010,34,36891.07,12.17,209.60,35.18,3.46,-8.30,326.76
2010,35,37003.71,0.00,101.86,33.42,1.87,-1.81,535.01
2010,36,37117.89,0.00,288.23,33.42,5.91,-6.11,387.20
2010,37,37233.55,0.00,200.01,32.92,2.96,-4.81,427.31
2010,38,37350.66,4.48,89.33,31.95,0.55,-3.69,464.86
2010,39,37469.16,2.80,99.31,30.78,1.41,-3.23,481.46
2010,40,37589.02,0.00,244.71,30.78,-1.03,-9.63,294.49
2010,41,37710.18,0.00,320.35,30.78,2.40,-9.20,304.48
2010,42,37832.61,0.00,240.81,30.11,3.49,-4.40,433.04
2010,43,37956.25,0.00,403.47,30.08,9.74,-5.93,274.92
2010,44,38081.08,0.00,439.25,29.89,13.54,-5.54,247.64
2010,45,38207.04,0.00,253.09,29.18,3.49,-4.30,426.93
2010,46,38334.10,0.00,390.58,29.18,5.78,-7.66,262.11
2010,47,38462.21,0.00,421.73,29.18,5.93,-9.01,213.80
2010,48,38591.34,0.00,482.89,29.18,13.28,-9.72,155.07
2010,49,38721.44,0.00,484.27,29.18,15.35,-7.46,173.95
2010,50,38852.48,0.00,365.67,28.08,8.03,-3.39,339.53
2010,51,38984.42,7.14,131.28,27.39,0.28,-4.35,442.40
2010,52,39117.23,2.08,96.43,26.56,-0.90,-4.02,453.70
2010,53,39250.86,1.42,143.26,26.52,-2.50,-5.91,393.13
2010,54,39385.28,0.00,438.91,26.52,3.09,-10.47,221.02
2010,55,39520.46,0.00,511.60,26.52,12.41,-10.31,169.59
2010,56,39656.37,8.10,282.97,34.62,2.73,-7.47,339.33
2010,57,39792.96,0.00,480.91,34.31,10.58,-5.27,292.96
2010,58,39930.20,0.00,509.39,33.97,14.53,-5.18,264.91
2010,59,40068.07,0.00,466.07,32.83,11.90,-3.28,337.09
2010,60,40206.53,0.00,295.48,31.24,5.31,-2.24,497.06
2010,61,40345.55,0.00,477.52,30.03,12.05,-3.12,332.61
2010,62,40485.10,0.00,514.98,28.98,15.34,-3.49,289.34
2010,63,40625.15,0.00,530.61,27.56,18.53,-2.63,283.69
2010,64,40765.67,0.00,515.38,25.19,18.54,-0.35,341.40
2010,65,40906.63,0.00,481.46,21.54,18.83,2.69,444.67
2010,66,41048.00,0.00,339.55,17.81,12.11,2.87,617.61
2010,67,41189.76,13.30,252.73,13.21,14.29,4.96,800.88
2010,68,41331.87,0.00,400.64,8.82,16.25,4.44,664.30
2010,69,41474.31,8.84,211.27,6.77,6.35,-1.10,563.52
2010,70,41617.06,0.00,399.84,4.91,9.91,-1.59,489.08
2010,71,41760.08,0.00,461.93,2.90,13.26,-1.21,451.42
2010,72,41903.35,0.00,501.30,1.10,15.60,-1.70,403.72
2010,73,42046.84,1.00,368.28,0.00,9.62,-2.20,484.18
2010,74,42190.54,2.12,222.63,0.00,8.68,-0.06,608.08
2010,75,42334.40,0.00,448.75,0.00,15.21,-1.08,459.12
2010,76,42478.42,0.00,457.82,0.00,14.98,-1.89,428.91
2010,77,42622.56,0.00,507.09,0.00,20.07,-2.92,347.62
2010,78,42766.79,2.48,237.58,0.00,6.81,-2.41,511.44
2010,79,42911.10,0.00,351.78,0.00,5.10,-4.97,422.24
2010,80,43055.46,0.00,514.95,0.00,14.54,-6.85,278.97
2010,81,43199.84,0.00,536.95,0.00,21.80,-6.50,254.12
2010,82,43344.22,0.00,514.07,0.00,18.52,-4.08,324.55
